ObjectId,linka_1,licence_1,spoj_1,dopravce_1,tarifni_cislo_1,prijezd_1,ceka_1,odjezd_1,zastavka_crz,zastavka_nazev,vycka,typ,linka_2,licence_2,spoj_2,dopravce_2,z_do,cas,dp_id
898,IREDO 300,642300,23,CDS s.r.o. Náchod,25,2021/10/08 12:55:00+00,2,2021/10/08 12:57:00+00,4700,"Červený Kostelec,žel.st.",5,vlak,VLAK,927,,"České dráhy, a.s.",Praha,2021/10/08 12:49:00+00,CDAL932
899,IREDO 300,642300,25,CDS s.r.o. Náchod,13,2021/10/08 13:28:00+00,3,2021/10/08 13:31:00+00,37750,"Úpice,most F.L.Riegra",5,bus,IREDO 421,642421,40,CDS s.r.o. Náchod,Č.Skalice,2021/10/08 13:25:00+00,CDAL933
900,IREDO 300,642300,25,CDS s.r.o. Náchod,25,2021/10/08 13:55:00+00,2,2021/10/08 13:57:00+00,4700,"Červený Kostelec,žel.st.",5,vlak,VLAK,1892,,"České dráhy, a.s.",Hradec Králové,2021/10/08 13:47:59+00,CDAL934
901,IREDO 300,642300,29,CDS s.r.o. Náchod,13,2021/10/08 14:28:00+00,3,2021/10/08 14:31:00+00,37750,"Úpice,most F.L.Riegra",5,bus,IREDO 421,642421,42,CDS s.r.o. Náchod,Č.Skalice,2021/10/08 14:25:00+00,CDAL935
902,IREDO 300,642300,29,CDS s.r.o. Náchod,25,2021/10/08 14:55:00+00,2,2021/10/08 14:57:00+00,4700,"Červený Kostelec,žel.st.",5,vlak,VLAK,929,,"České dráhy, a.s.",Praha,2021/10/08 14:48:59+00,CDAL936
903,IREDO 300,642300,31,CDS s.r.o. Náchod,25,2021/10/08 16:56:00+00,1,2021/10/08 16:57:00+00,4700,"Červený Kostelec,žel.st.",10,vlak,VLAK,931,,"České dráhy, a.s.",Praha,2021/10/08 16:49:00+00,CDAL937
904,IREDO 300,642300,33,CDS s.r.o. Náchod,25,2021/10/08 18:55:00+00,2,2021/10/08 18:57:00+00,4700,"Červený Kostelec,žel.st.",10,vlak,VLAK,933,,"České dráhy, a.s.",Praha,2021/10/08 18:49:00+00,CDAL938
905,IREDO 300,642300,39,CDS s.r.o. Náchod,36,2021/10/08 03:13:00+00,0,2021/10/08 03:13:00+00,4688,"Červený Kostelec,aut.st.",5,bus,IREDO 321,642321,2,CDS s.r.o. Náchod,Hořičky,2021/10/08 03:10:00+00,CDAL939
906,IREDO 300,642300,43,CDS s.r.o. Náchod,13,2021/10/08 05:28:00+00,3,2021/10/08 05:31:00+00,37750,"Úpice,most F.L.Riegra",5,bus,IREDO 421,642421,30,CDS s.r.o. Náchod,Č.Skalice,2021/10/08 05:25:00+00,CDAL940
907,IREDO 300,642300,43,CDS s.r.o. Náchod,25,2021/10/08 05:55:00+00,2,2021/10/08 05:57:00+00,4700,"Červený Kostelec,žel.st.",5,vlak,VLAK,5106,,"České dráhy, a.s.",Jaroměř,2021/10/08 05:48:00+00,CDAL941
908,IREDO 300,642300,45,CDS s.r.o. Náchod,25,2021/10/08 07:55:00+00,2,2021/10/08 07:57:00+00,4700,"Červený Kostelec,žel.st.",5,vlak,VLAK,1886,,"České dráhy, a.s.",Hradec Králové,2021/10/08 07:47:59+00,CDAL942
909,IREDO 300,642300,49,CDS s.r.o. Náchod,13,2021/10/08 11:28:00+00,3,2021/10/08 11:31:00+00,37750,"Úpice,most F.L.Riegra",5,bus,IREDO 421,642421,104,CDS s.r.o. Náchod,Č.Skalice,2021/10/08 11:24:00+00,CDAL943
910,IREDO 300,642300,49,CDS s.r.o. Náchod,25,2021/10/08 11:55:00+00,2,2021/10/08 11:57:00+00,4700,"Červený Kostelec,žel.st.",5,vlak,VLAK,1890,,"České dráhy, a.s.",Hradec Králové,2021/10/08 11:48:00+00,CDAL944
911,IREDO 300,642300,53,CDS s.r.o. Náchod,13,2021/10/08 15:27:59+00,3,2021/10/08 15:30:59+00,37750,"Úpice,most F.L.Riegra",5,bus,IREDO 421,642421,44,CDS s.r.o. Náchod,Č.Skalice,2021/10/08 15:25:00+00,CDAL945
912,IREDO 300,642300,103,CDS s.r.o. Náchod,25,2021/10/08 04:55:00+00,2,2021/10/08 04:57:00+00,4700,"Červený Kostelec,žel.st.",5,vlak,VLAK,1882,,"České dráhy, a.s.",Hradec Králové,2021/10/08 04:47:59+00,CDAL946
913,IREDO 300,642300,105,CDS s.r.o. Náchod,25,2021/10/08 06:55:00+00,2,2021/10/08 06:57:00+00,4700,"Červený Kostelec,žel.st.",5,vlak,VLAK,921,,"České dráhy, a.s.",Praha,2021/10/08 06:49:00+00,CDAL947
914,IREDO 300,642300,107,CDS s.r.o. Náchod,13,2021/10/08 08:28:00+00,3,2021/10/08 08:31:00+00,37750,"Úpice,most F.L.Riegra",5,bus,IREDO 421,642421,34,CDS s.r.o. Náchod,Č.Skalice,2021/10/08 08:25:00+00,CDAL948
915,IREDO 300,642300,107,CDS s.r.o. Náchod,25,2021/10/08 08:55:00+00,2,2021/10/08 08:57:00+00,4700,"Červený Kostelec,žel.st.",5,vlak,VLAK,923,,"České dráhy, a.s.",Praha,2021/10/08 08:48:59+00,CDAL949
916,IREDO 300,642300,109,CDS s.r.o. Náchod,25,2021/10/08 10:55:00+00,2,2021/10/08 10:57:00+00,4700,"Červený Kostelec,žel.st.",5,vlak,VLAK,925,,"České dráhy, a.s.",Praha,2021/10/08 10:49:00+00,CDAL950
917,IREDO 305,641305,177,P-transport s.r.o.  ,1,2021/10/08 12:04:59+00,0,2021/10/08 12:04:59+00,2885,"Broumov,žel.st.",5,vlak,VLAK,1852,,"České dráhy, a.s.",Starkoč,2021/10/08 11:56:00+00,CDAL1059
918,IREDO 305,641305,177,P-transport s.r.o.  ,47,2021/10/08 13:55:00+00,0,2021/10/08 13:55:00+00,16063,"Králova Lhota,prodejna",5,bus,IREDO 313,662313,116,AUDIS BUS s.r.o.,Jaroměř,2021/10/08 13:50:59+00,CDAL1060
919,IREDO 305,641305,16,P-transport s.r.o.  ,11,2021/10/08 14:27:00+00,3,2021/10/08 14:29:59+00,27457,"Police n.Met.,aut.st.",3,bus,IREDO 360,641360,22,CDS s.r.o. Náchod,Teplice n. Met.,2021/10/08 14:25:00+00,CDAL1061
920,IREDO 305,642305,43,CDS s.r.o. Náchod,20,2021/10/08 04:14:00+00,3,2021/10/08 04:17:00+00,10883,"Hronov,aut.st.",5,bus,IREDO 351,642351,2,CDS s.r.o. Náchod,Stárkov,2021/10/08 04:12:59+00,CDAL1109
921,IREDO 305,641305,16,P-transport s.r.o.  ,14,2021/10/08 14:21:00+00,0,2021/10/08 14:21:00+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1858,,"České dráhy, a.s.",Starkoč,2021/10/08 14:15:00+00,CDAL1062
922,IREDO 305,642305,49,CDS s.r.o. Náchod,1,2021/10/08 04:34:59+00,0,2021/10/08 04:34:59+00,2885,"Broumov,žel.st.",5,bus,IREDO 376,641376,5,P-transport s.r.o.,Křinice,2021/10/08 04:33:00+00,CDAL1110
923,IREDO 305,641305,16,P-transport s.r.o.  ,19,2021/10/08 14:15:00+00,0,2021/10/08 14:15:00+00,10903,"Hronov,Žabokrky,žel.zast.",3,bus,IREDO 351,642351,14,CDS s.r.o. Náchod,Stárkov,2021/10/08 14:13:00+00,CDAL1063
924,IREDO 305,642305,49,CDS s.r.o. Náchod,11,2021/10/08 05:00:00+00,0,2021/10/08 05:00:00+00,27457,"Police n.Met.,aut.st.",3,bus,IREDO 363,641363,5,CDS s.r.o. Náchod,Suchý Důl,2021/10/08 04:55:00+00,CDAL1111
925,IREDO 305,641305,16,P-transport s.r.o.  ,20,2021/10/08 14:11:00+00,2,2021/10/08 14:13:00+00,10883,"Hronov,aut.st.",5,bus,IREDO 340,642340,53,CDS s.r.o. Náchod,Č. Kostelec,2021/10/08 14:08:00+00,CDAL1064
926,IREDO 300,642300,111,CDS s.r.o. Náchod,25,2021/10/08 12:55:00+00,2,2021/10/08 12:57:00+00,4700,"Červený Kostelec,žel.st.",5,vlak,VLAK,927,,"České dráhy, a.s.",Praha,2021/10/08 12:49:00+00,CDAL951
927,IREDO 305,642305,49,CDS s.r.o. Náchod,20,2021/10/08 05:16:59+00,0,2021/10/08 05:16:59+00,10883,"Hronov,aut.st.",3,bus,IREDO 340,642340,5,CDS s.r.o. Náchod,Č. Kostelec,2021/10/08 05:15:00+00,CDAL1112
928,IREDO 305,642305,49,CDS s.r.o. Náchod,20,2021/10/08 05:16:59+00,0,2021/10/08 05:16:59+00,10883,"Hronov,aut.st.",3,bus,IREDO 340,642340,5,CDS s.r.o. Náchod,Červený Kostelec,2021/10/08 05:15:00+00,CDAL1113
929,IREDO 305,642305,49,CDS s.r.o. Náchod,20,2021/10/08 05:16:59+00,0,2021/10/08 05:16:59+00,10883,"Hronov,aut.st.",3,bus,IREDO 351,642351,36,CDS s.r.o. Náchod,Stárkov,2021/10/08 05:10:00+00,CDAL1114
930,IREDO 305,642305,51,CDS s.r.o. Náchod,1,2021/10/08 05:05:00+00,0,2021/10/08 05:05:00+00,2885,"Broumov,žel.st.",5,bus,IREDO 374,641374,8,P-transport s.r.o.,Šonov,2021/10/08 05:00:00+00,CDAL1115
931,IREDO 305,642305,51,CDS s.r.o. Náchod,1,2021/10/08 05:05:00+00,0,2021/10/08 05:05:00+00,2885,"Broumov,žel.st.",5,vlak,VLAK,1838,,"České dráhy, a.s.",Starkoč,2021/10/08 04:56:00+00,CDAL1116
932,IREDO 305,642305,51,CDS s.r.o. Náchod,20,2021/10/08 05:44:00+00,3,2021/10/08 05:47:00+00,10883,"Hronov,aut.st.",3,bus,IREDO 340,642340,35,CDS s.r.o. Náchod,Č. Kostelec,2021/10/08 05:38:00+00,CDAL1117
933,IREDO 305,642305,55,CDS s.r.o. Náchod,36,2021/10/08 08:29:59+00,4,2021/10/08 08:34:00+00,23829,"Nové Město n.Met.,Na Rychtě",5,bus,IREDO 332,662332,10,AUDIS BUS s.r.o.,Janov,2021/10/08 08:28:00+00,CDAL1118
934,IREDO 305,642305,65,CDS s.r.o. Náchod,45,2021/10/08 14:54:00+00,0,2021/10/08 14:54:00+00,4904,"České Meziříčí,aut.st.",3,bus,IREDO 263,662263,17,AUDIS BUS s.r.o.,Dobruška,2021/10/08 14:54:00+00,CDAL1119
935,IREDO 305,642305,103,CDS s.r.o. Náchod,1,2021/10/08 03:04:59+00,0,2021/10/08 03:04:59+00,2885,"Broumov,žel.st.",5,vlak,VLAK,25150,,"České dráhy, a.s.",Meziměstí,2021/10/08 02:55:00+00,CDAL1120
936,IREDO 305,642305,103,CDS s.r.o. Náchod,36,2021/10/08 04:25:00+00,5,2021/10/08 04:30:00+00,23829,"Nové Město n.Met.,Na Rychtě",3,bus,IREDO 331,662331,106,AUDIS BUS s.r.o.,Deštné  v OH,2021/10/08 04:18:00+00,CDAL1121
937,IREDO 305,642305,107,CDS s.r.o. Náchod,1,2021/10/08 05:05:00+00,0,2021/10/08 05:05:00+00,2885,"Broumov,žel.st.",5,vlak,VLAK,1838,,"České dráhy, a.s.",Meziměstí,2021/10/08 04:56:00+00,CDAL1122
938,IREDO 305,642305,107,CDS s.r.o. Náchod,20,2021/10/08 05:47:00+00,0,2021/10/08 05:47:00+00,10883,"Hronov,aut.st.",5,bus,IREDO 340,642340,101,CDS s.r.o. Náchod,Č. Kostelec,2021/10/08 05:38:00+00,CDAL1123
939,IREDO 305,642305,107,CDS s.r.o. Náchod,36,2021/10/08 06:30:00+00,4,2021/10/08 06:33:59+00,23829,"Nové Město n.Met.,Na Rychtě",5,bus,IREDO 332,662332,108,AUDIS BUS s.r.o.,Janov,2021/10/08 06:23:00+00,CDAL1124
940,IREDO 305,642305,109,CDS s.r.o. Náchod,1,2021/10/08 06:04:59+00,0,2021/10/08 06:04:59+00,2885,"Broumov,žel.st.",5,vlak,VLAK,1840,,"České dráhy, a.s.",Starkoč,2021/10/08 05:56:00+00,CDAL1125
941,IREDO 305,642305,109,CDS s.r.o. Náchod,20,2021/10/08 06:43:59+00,3,2021/10/08 06:46:59+00,10883,"Hronov,aut.st.",5,bus,IREDO 351,642351,104,CDS s.r.o. Náchod,Stárkov,2021/10/08 06:40:00+00,CDAL1126
942,IREDO 305,642305,111,CDS s.r.o. Náchod,1,2021/10/08 10:05:00+00,0,2021/10/08 10:05:00+00,2885,"Broumov,žel.st.",5,vlak,VLAK,1848,,"České dráhy, a.s.",Starkoč,2021/10/08 09:56:00+00,CDAL1127
943,IREDO 305,642305,113,CDS s.r.o. Náchod,1,2021/10/08 10:05:00+00,0,2021/10/08 10:05:00+00,2885,"Broumov,žel.st.",5,vlak,VLAK,1848,,"České dráhy, a.s.",Starkoč,2021/10/08 09:56:00+00,CDAL1128
944,IREDO 305,642305,113,CDS s.r.o. Náchod,16,2021/10/08 10:37:00+00,0,2021/10/08 10:37:00+00,1142,"Bezděkov n.Met.,Mýto",5,bus,IREDO 361,641361,106,CDS s.r.o. Náchod,Machov,2021/10/08 10:31:00+00,CDAL1129
945,IREDO 305,642305,115,CDS s.r.o. Náchod,1,2021/10/08 11:05:00+00,0,2021/10/08 11:05:00+00,2885,"Broumov,žel.st.",5,vlak,VLAK,1850,,"České dráhy, a.s.",Starkoč,2021/10/08 10:56:00+00,CDAL1130
946,IREDO 305,642305,115,CDS s.r.o. Náchod,20,2021/10/08 11:47:00+00,0,2021/10/08 11:47:00+00,10883,"Hronov,aut.st.",5,bus,IREDO 340,642340,107,CDS s.r.o. Náchod,Č. Kostelec,2021/10/08 11:42:59+00,CDAL1131
947,IREDO 305,642305,117,CDS s.r.o. Náchod,1,2021/10/08 12:04:59+00,0,2021/10/08 12:04:59+00,2885,"Broumov,žel.st.",5,vlak,VLAK,1852,,"České dráhy, a.s.",Starkoč,2021/10/08 11:56:00+00,CDAL1132
948,IREDO 305,642305,117,CDS s.r.o. Náchod,47,2021/10/08 13:55:00+00,0,2021/10/08 13:55:00+00,16063,"Králova Lhota,prodejna",5,bus,IREDO 313,662313,116,AUDIS BUS s.r.o.,Jaroměř,2021/10/08 13:50:59+00,CDAL1133
949,IREDO 305,642305,119,CDS s.r.o. Náchod,1,2021/10/08 13:05:00+00,0,2021/10/08 13:05:00+00,2885,"Broumov,žel.st.",5,vlak,VLAK,1854,,"České dráhy, a.s.",Starkoč,2021/10/08 12:56:00+00,CDAL1134
950,IREDO 305,642305,119,CDS s.r.o. Náchod,16,2021/10/08 13:37:00+00,0,2021/10/08 13:37:00+00,1142,"Bezděkov n.Met.,Mýto",3,bus,IREDO 361,641361,30,CDS s.r.o. Náchod,Machov,2021/10/08 13:31:00+00,CDAL1135
951,IREDO 305,642305,119,CDS s.r.o. Náchod,20,2021/10/08 13:47:00+00,0,2021/10/08 13:47:00+00,10883,"Hronov,aut.st.",3,bus,IREDO 340,642340,109,CDS s.r.o. Náchod,Č. Kostelec,2021/10/08 13:37:00+00,CDAL1136
952,IREDO 305,642305,121,CDS s.r.o. Náchod,1,2021/10/08 14:05:00+00,0,2021/10/08 14:05:00+00,2885,"Broumov,žel.st.",5,vlak,VLAK,1856,,"České dráhy, a.s.",Starkoč,2021/10/08 13:56:00+00,CDAL1137
953,IREDO 305,642305,121,CDS s.r.o. Náchod,11,2021/10/08 14:28:00+00,2,2021/10/08 14:29:59+00,27457,"Police n.Met.,aut.st.",3,bus,IREDO 360,641360,22,CDS s.r.o. Náchod,Teplice n. Met.,2021/10/08 14:25:00+00,CDAL1138
954,IREDO 305,642305,121,CDS s.r.o. Náchod,16,2021/10/08 14:37:00+00,0,2021/10/08 14:37:00+00,1142,"Bezděkov n.Met.,Mýto",5,bus,IREDO 361,641361,32,CDS s.r.o. Náchod,Machov,2021/10/08 14:31:00+00,CDAL1139
955,IREDO 305,642305,125,CDS s.r.o. Náchod,1,2021/10/08 15:04:59+00,0,2021/10/08 15:04:59+00,2885,"Broumov,žel.st.",5,vlak,VLAK,1858,,"České dráhy, a.s.",Starkoč,2021/10/08 14:56:00+00,CDAL1140
956,IREDO 305,642305,125,CDS s.r.o. Náchod,16,2021/10/08 15:36:59+00,0,2021/10/08 15:36:59+00,1142,"Bezděkov n.Met.,Mýto",10,bus,IREDO 361,641361,110,CDS s.r.o. Náchod,Machov,2021/10/08 15:30:59+00,CDAL1141
957,IREDO 305,642305,127,CDS s.r.o. Náchod,1,2021/10/08 16:05:00+00,0,2021/10/08 16:05:00+00,2885,"Broumov,žel.st.",5,vlak,VLAK,1860,,"České dráhy, a.s.",Starkoč,2021/10/08 15:56:00+00,CDAL1142
958,IREDO 305,642305,127,CDS s.r.o. Náchod,11,2021/10/08 16:28:00+00,2,2021/10/08 16:30:00+00,27457,"Police n.Met.,aut.st.",3,bus,IREDO 360,641360,158,CDS s.r.o. Náchod,Teplice n. Met.,2021/10/08 16:25:00+00,CDAL1143
959,IREDO 305,642305,127,CDS s.r.o. Náchod,47,2021/10/08 17:51:59+00,0,2021/10/08 17:51:59+00,16063,"Králova Lhota,prodejna",5,bus,IREDO 313,662313,120,AUDIS BUS s.r.o.,Jaroměř,2021/10/08 17:51:00+00,CDAL1144
960,IREDO 305,642305,129,CDS s.r.o. Náchod,1,2021/10/08 06:04:59+00,0,2021/10/08 06:04:59+00,2885,"Broumov,žel.st.",5,vlak,VLAK,1840,,"České dráhy, a.s.",Starkoč,2021/10/08 05:56:00+00,CDAL1145
961,IREDO 305,642305,129,CDS s.r.o. Náchod,11,2021/10/08 06:27:59+00,2,2021/10/08 06:30:00+00,27457,"Police n.Met.,aut.st.",3,bus,IREDO 360,641360,10,CDS s.r.o. Náchod,Teplice n. Met.,2021/10/08 06:25:00+00,CDAL1146
962,IREDO 305,642305,129,CDS s.r.o. Náchod,20,2021/10/08 06:43:59+00,3,2021/10/08 06:46:59+00,10883,"Hronov,aut.st.",5,bus,IREDO 351,642351,104,CDS s.r.o. Náchod,Stárkov,2021/10/08 06:40:00+00,CDAL1147
963,IREDO 305,642305,255,CDS s.r.o. Náchod,36,2021/10/08 08:29:59+00,4,2021/10/08 08:34:00+00,23829,"Nové Město n.Met.,Na Rychtě",5,bus,IREDO 332,662332,10,AUDIS BUS s.r.o.,Janov,2021/10/08 08:28:00+00,CDAL1148
964,IREDO 305,642305,2,CDS s.r.o. Náchod,19,2021/10/08 05:10:00+00,0,2021/10/08 05:10:00+00,10903,"Hronov,Žabokrky,žel.zast.",5,bus,IREDO 351,642351,36,CDS s.r.o. Náchod,Stárkov,2021/10/08 05:08:00+00,CDAL1149
965,IREDO 305,642305,2,CDS s.r.o. Náchod,36,2021/10/08 04:21:59+00,2,2021/10/08 04:24:00+00,23829,"Nové Město n.Met.,Na Rychtě",5,bus,IREDO 331,662331,4,AUDIS BUS s.r.o.,Deštné  v OH,2021/10/08 04:18:00+00,CDAL1150
966,IREDO 305,642305,2,CDS s.r.o. Náchod,45,2021/10/08 04:01:00+00,0,2021/10/08 04:01:00+00,4904,"České Meziříčí,aut.st.",3,bus,IREDO 313,662313,5,AUDIS BUS s.r.o.,Dobruška,2021/10/08 03:57:00+00,CDAL1151
967,IREDO 300,642300,113,CDS s.r.o. Náchod,25,2021/10/08 14:55:00+00,2,2021/10/08 14:57:00+00,4700,"Červený Kostelec,žel.st.",5,vlak,VLAK,929,,"České dráhy, a.s.",Praha,2021/10/08 14:48:59+00,CDAL952
968,IREDO 305,641305,74,P-transport s.r.o.  ,14,2021/10/08 20:41:00+00,0,2021/10/08 20:41:00+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",10,vlak,VLAK,5146,,"České dráhy, a.s.",Náchod,2021/10/08 20:35:59+00,CDAL1065
969,IREDO 305,642305,2,CDS s.r.o. Náchod,47,2021/10/08 03:57:00+00,0,2021/10/08 03:57:00+00,16063,"Králova Lhota,prodejna",3,bus,IREDO 313,662313,6,AUDIS BUS s.r.o.,Jaroměř,2021/10/08 03:49:00+00,CDAL1152
970,IREDO 300,642300,115,CDS s.r.o. Náchod,25,2021/10/08 16:55:00+00,2,2021/10/08 16:57:00+00,4700,"Červený Kostelec,žel.st.",10,vlak,VLAK,931,,"České dráhy, a.s.",Praha,2021/10/08 16:49:00+00,CDAL953
971,IREDO 305,641305,74,P-transport s.r.o.  ,31,2021/10/08 20:15:00+00,5,2021/10/08 20:19:59+00,22487,"Náchod,aut.st.",10,vlak,VLAK,5118,,"České dráhy, a.s.",Choceň,2021/10/08 20:16:00+00,CDAL1066
972,IREDO 305,642305,4,CDS s.r.o. Náchod,36,2021/10/08 05:26:00+00,3,2021/10/08 05:29:00+00,23829,"Nové Město n.Met.,Na Rychtě",5,bus,IREDO 332,662332,6,AUDIS BUS s.r.o.,Janov,2021/10/08 05:26:00+00,CDAL1153
973,IREDO 300,642300,12,CDS s.r.o. Náchod,13,2021/10/08 06:27:59+00,3,2021/10/08 06:30:59+00,37750,"Úpice,most F.L.Riegra",5,bus,IREDO 421,642421,48,CDS s.r.o. Náchod,MAršov ,2021/10/08 06:24:00+00,CDAL954
974,IREDO 305,641305,132,P-transport s.r.o.  ,14,2021/10/08 13:21:00+00,0,2021/10/08 13:21:00+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1856,,"České dráhy, a.s.",Starkoč,2021/10/08 13:15:00+00,CDAL1067
975,IREDO 305,642305,8,CDS s.r.o. Náchod,14,2021/10/08 09:20:59+00,0,2021/10/08 09:20:59+00,1144,"Bezděkov n.Met.,žel.st.Police n.Met.",5,vlak,VLAK,1848,,"České dráhy, a.s.",Starkoč,2021/10/08 09:14:59+00,CDAL1154
976,IREDO 300,642300,20,CDS s.r.o. Náchod,13,2021/10/08 11:28:00+00,3,2021/10/08 11:31:00+00,37750,"Úpice,most F.L.Riegra",5,bus,IREDO 421,642421,104,CDS s.r.o. Náchod,Č.Skalice,2021/10/08 11:24:00+00,CDAL955
977,IREDO 305,641305,176,P-transport s.r.o.  ,31,2021/10/08 20:15:00+00,10,2021/10/08 20:25:00+00,22487,"Náchod,aut.st.",10,bus,IREDO 306,662306,32,AUDIS BUS s.r.o.,Vysokov,2021/10/08 20:16:00+00,CDAL1068
978,IREDO 305,642305,8,CDS s.r.o. Náchod,36,2021/10/08 08:26:00+00,3,2021/10/08 08:29:00+00,23829,"Nové Město n.Met.,Na Rychtě",5,bus,IREDO 332,662332,10,AUDIS BUS s.r.o.,Janov,2021/10/08 08:28:00+00,CDAL1155
979,IREDO 300,642300,22,CDS s.r.o. Náchod,13,2021/10/08 12:27:59+00,3,2021/10/08 12:30:59+00,37750,"Úpice,most F.L.Riegra",5,bus,IREDO 421,642421,38,CDS s.r.o. Náchod,Č.Skalice,2021/10/08 12:25:00+00,CDAL956
980,IREDO 305,641305,176,P-transport s.r.o.  ,31,2021/10/08 20:15:00+00,10,2021/10/08 20:25:00+00,22487,"Náchod,aut.st.",10,vlak,VLAK,5118,,"České dráhy, a.s.",Choceň,2021/10/08 20:16:00+00,CDAL1069
981,IREDO 305,642305,3,CDS s.r.o. Náchod,36,2021/10/08 04:15:00+00,5,2021/10/08 04:20:00+00,23829,"Nové Město n.Met.,Na Rychtě",5,bus,IREDO 308,662308,2,AUDIS BUS s.r.o.,Nový Hrádek,2021/10/08 04:14:00+00,CDAL1070
982,IREDO 305,642305,3,CDS s.r.o. Náchod,36,2021/10/08 04:15:00+00,5,2021/10/08 04:20:00+00,23829,"Nové Město n.Met.,Na Rychtě",5,bus,IREDO 332,662332,4,AUDIS BUS s.r.o.,MEzilesí,2021/10/08 04:18:00+00,CDAL1071
983,IREDO 305,642305,7,CDS s.r.o. Náchod,1,2021/10/08 06:04:59+00,0,2021/10/08 06:04:59+00,2885,"Broumov,žel.st.",5,vlak,VLAK,1840,,"České dráhy, a.s.",Starkoč,2021/10/08 05:56:00+00,CDAL1072
984,IREDO 305,642305,7,CDS s.r.o. Náchod,11,2021/10/08 06:27:59+00,2,2021/10/08 06:30:00+00,27457,"Police n.Met.,aut.st.",3,bus,IREDO 360,641360,10,CDS s.r.o. Náchod,Teplice n. Met.,2021/10/08 06:25:00+00,CDAL1073
985,IREDO 305,642305,7,CDS s.r.o. Náchod,16,2021/10/08 06:36:59+00,0,2021/10/08 06:36:59+00,1142,"Bezděkov n.Met.,Mýto",5,bus,IREDO 361,641361,16,CDS s.r.o. Náchod,Machov,2021/10/08 06:30:59+00,CDAL1074
986,IREDO 305,642305,7,CDS s.r.o. Náchod,20,2021/10/08 06:46:59+00,0,2021/10/08 06:46:59+00,10883,"Hronov,aut.st.",3,bus,IREDO 340,642340,9,CDS s.r.o. Náchod,Č. Kostelec,2021/10/08 06:38:00+00,CDAL1075
987,IREDO 305,642305,7,CDS s.r.o. Náchod,47,2021/10/08 07:55:00+00,0,2021/10/08 07:55:00+00,16063,"Králova Lhota,prodejna",5,bus,IREDO 313,662313,10,AUDIS BUS s.r.o.,Jaroměř,2021/10/08 07:49:00+00,CDAL1076
988,IREDO 305,642305,15,CDS s.r.o. Náchod,1,2021/10/08 10:05:00+00,0,2021/10/08 10:05:00+00,2885,"Broumov,žel.st.",5,vlak,VLAK,1848,,"České dráhy, a.s.",Starkoč,2021/10/08 09:56:00+00,CDAL1077
989,IREDO 305,642305,15,CDS s.r.o. Náchod,16,2021/10/08 10:37:00+00,0,2021/10/08 10:37:00+00,1142,"Bezděkov n.Met.,Mýto",5,bus,IREDO 361,641361,106,CDS s.r.o. Náchod,Machov,2021/10/08 10:31:00+00,CDAL1078
990,IREDO 305,642305,15,CDS s.r.o. Náchod,20,2021/10/08 10:47:00+00,0,2021/10/08 10:47:00+00,10883,"Hronov,aut.st.",5,bus,IREDO 351,642351,22,CDS s.r.o. Náchod,Stárkov,2021/10/08 10:40:00+00,CDAL1079
991,IREDO 305,642305,15,CDS s.r.o. Náchod,47,2021/10/08 11:55:00+00,0,2021/10/08 11:55:00+00,16063,"Králova Lhota,prodejna",3,bus,IREDO 313,662313,14,AUDIS BUS s.r.o.,Jaroměř,2021/10/08 11:50:00+00,CDAL1080
992,IREDO 305,642305,19,CDS s.r.o. Náchod,45,2021/10/08 12:54:00+00,0,2021/10/08 12:54:00+00,4904,"České Meziříčí,aut.st.",5,bus,IREDO 263,662263,15,AUDIS BUS s.r.o.,č.skalice,2021/10/08 12:54:00+00,CDAL1081
993,IREDO 305,642305,19,CDS s.r.o. Náchod,45,2021/10/08 12:54:00+00,0,2021/10/08 12:54:00+00,4904,"České Meziříčí,aut.st.",5,bus,IREDO 313,662313,4,AUDIS BUS s.r.o.,Jaroměř,2021/10/08 12:54:00+00,CDAL1082
994,IREDO 305,642305,21,CDS s.r.o. Náchod,1,2021/10/08 14:05:00+00,0,2021/10/08 14:05:00+00,2885,"Broumov,žel.st.",5,vlak,VLAK,1856,,"České dráhy, a.s.",Starkoč,2021/10/08 13:56:00+00,CDAL1083
995,IREDO 305,642305,21,CDS s.r.o. Náchod,11,2021/10/08 14:28:00+00,2,2021/10/08 14:29:59+00,27457,"Police n.Met.,aut.st.",3,bus,IREDO 360,641360,22,CDS s.r.o. Náchod,Teplice n. Met.,2021/10/08 14:25:00+00,CDAL1084
996,IREDO 305,642305,21,CDS s.r.o. Náchod,16,2021/10/08 14:37:00+00,0,2021/10/08 14:37:00+00,1142,"Bezděkov n.Met.,Mýto",5,bus,IREDO 361,641361,32,CDS s.r.o. Náchod,Machov,2021/10/08 14:31:00+00,CDAL1085
997,IREDO 305,642305,21,CDS s.r.o. Náchod,20,2021/10/08 14:44:00+00,3,2021/10/08 14:47:00+00,10883,"Hronov,aut.st.",5,bus,IREDO 340,642340,73,CDS s.r.o. Náchod,Č. Kostelec,2021/10/08 14:38:00+00,CDAL1086
