ObjectId,linka_1,licence_1,spoj_1,dopravce_1,tarifni_cislo_1,prijezd_1,ceka_1,odjezd_1,zastavka_crz,zastavka_nazev,vycka,typ,linka_2,licence_2,spoj_2,dopravce_2,z_do,cas,dp_id
97,IREDO 201,661201,117,AUDIS BUS s.r.o.,3,2021/10/08 15:14:00+00,0,2021/10/08 15:14:00+00,30688,"Rychnov n.Kněž.,žel.st.",5,vlak,VLAK,5131,,"České dráhy, a.s.",Častolovice,2021/10/08 14:56:00+00,CDAL347
98,IREDO 201,661201,119,AUDIS BUS s.r.o.,3,2021/10/08 17:13:59+00,0,2021/10/08 17:13:59+00,30688,"Rychnov n.Kněž.,žel.st.",7,bus,IREDO 250,661250,10,AUDIS BUS s.r.o.,Česká Třebová,2021/10/08 17:13:00+00,CDAL348
99,IREDO 201,661201,119,AUDIS BUS s.r.o.,3,2021/10/08 17:13:59+00,0,2021/10/08 17:13:59+00,30688,"Rychnov n.Kněž.,žel.st.",7,vlak,VLAK,5133,,"České dráhy, a.s.",Častolovice,2021/10/08 16:56:00+00,CDAL349
100,IREDO 201,661201,4,AUDIS BUS s.r.o.,20,2021/10/08 06:12:00+00,0,2021/10/08 06:12:00+00,13844,"Kameničná,u Veverků",3,bus,IREDO 202,661202,8,AUDIS BUS s.r.o.,Žamberk,2021/10/08 06:09:00+00,CDAL350
101,IREDO 107,611107,6,BusLine KHK s.r.o.  ,13,2021/10/08 04:26:00+00,2,2021/10/08 04:28:00+00,10174,"Hořiněves,hospoda u Šáfrů",5,bus,IREDO 315,662315,5,AUDIS BUS s.r.o.,Jaroměř,2021/10/08 04:25:00+00,CDAL51
102,IREDO 107,611107,12,BusLine KHK s.r.o.  ,30,2021/10/08 09:01:00+00,1,2021/10/08 09:01:59+00,7288,"Dubenec,hostinec",5,bus,IREDO 312,662312,11,AUDIS BUS s.r.o.,Jaroměř,2021/10/08 08:56:00+00,CDAL52
103,IREDO 107,611107,12,BusLine KHK s.r.o.  ,39,2021/10/08 08:45:59+00,0,2021/10/08 08:45:59+00,7588,"Dvůr Králové n.L.,žel.st.",5,vlak,VLAK,5468,,"České dráhy, a.s.",Jaroměř,2021/10/08 08:38:00+00,CDAL53
104,IREDO 107,611107,16,BusLine KHK s.r.o.  ,13,2021/10/08 11:29:00+00,1,2021/10/08 11:29:59+00,10174,"Hořiněves,hospoda u Šáfrů",5,bus,IREDO 315,662315,13,AUDIS BUS s.r.o.,Jaroměř,2021/10/08 11:24:00+00,CDAL54
105,IREDO 107,611107,16,BusLine KHK s.r.o.  ,30,2021/10/08 11:00:59+00,1,2021/10/08 11:02:00+00,7288,"Dubenec,hostinec",5,bus,IREDO 312,662312,13,AUDIS BUS s.r.o.,Jaroměř,2021/10/08 11:00:00+00,CDAL55
106,IREDO 107,611107,20,BusLine KHK s.r.o.  ,13,2021/10/08 13:28:59+00,1,2021/10/08 13:30:00+00,10174,"Hořiněves,hospoda u Šáfrů",5,bus,IREDO 315,662315,3,AUDIS BUS s.r.o.,Jaroměř,2021/10/08 13:30:00+00,CDAL56
107,IREDO 107,611107,20,BusLine KHK s.r.o.  ,30,2021/10/08 13:01:00+00,1,2021/10/08 13:02:00+00,7288,"Dubenec,hostinec",5,bus,IREDO 312,662312,25,AUDIS BUS s.r.o.,Jaroměř,2021/10/08 13:02:00+00,CDAL57
108,IREDO 107,611107,20,BusLine KHK s.r.o.  ,39,2021/10/08 12:46:00+00,0,2021/10/08 12:46:00+00,7588,"Dvůr Králové n.L.,žel.st.",5,vlak,VLAK,5472,,"České dráhy, a.s.",Jaroměř,2021/10/08 12:38:00+00,CDAL58
109,IREDO 107,611107,24,BusLine KHK s.r.o.  ,13,2021/10/08 14:29:59+00,0,2021/10/08 14:29:59+00,10174,"Hořiněves,hospoda u Šáfrů",5,bus,IREDO 315,662315,17,AUDIS BUS s.r.o.,Jaroměř,2021/10/08 14:29:00+00,CDAL59
110,IREDO 107,611107,26,BusLine KHK s.r.o.  ,30,2021/10/08 15:01:00+00,1,2021/10/08 15:01:59+00,7288,"Dubenec,hostinec",5,bus,IREDO 312,662312,29,AUDIS BUS s.r.o.,Jaroměř,2021/10/08 14:56:00+00,CDAL60
111,IREDO 107,611107,26,BusLine KHK s.r.o.  ,39,2021/10/08 14:45:59+00,0,2021/10/08 14:45:59+00,7588,"Dvůr Králové n.L.,žel.st.",5,vlak,VLAK,5474,,"České dráhy, a.s.",Jaroměř,2021/10/08 14:38:00+00,CDAL61
112,IREDO 107,611107,28,BusLine KHK s.r.o.  ,30,2021/10/08 17:00:59+00,1,2021/10/08 17:02:00+00,7288,"Dubenec,hostinec",7,bus,IREDO 312,662312,21,AUDIS BUS s.r.o.,Jaroměř,2021/10/08 17:02:00+00,CDAL62
113,IREDO 107,611107,28,BusLine KHK s.r.o.  ,39,2021/10/08 16:46:00+00,0,2021/10/08 16:46:00+00,7588,"Dvůr Králové n.L.,žel.st.",10,vlak,VLAK,5476,,"České dráhy, a.s.",Jaroměř,2021/10/08 16:38:00+00,CDAL63
114,IREDO 108,611108,12,BusLine KHK s.r.o.  ,30,2021/10/08 08:40:00+00,0,2021/10/08 08:40:00+00,3925,"Cerekvice n.Bystř.,náves",5,bus,IREDO 524,631524,3,BusLine KHK s.r.o.,Hořice,2021/10/08 08:32:59+00,CDAL64
115,IREDO 109,611109,4,BusLine KHK s.r.o.  ,23,2021/10/08 03:35:00+00,0,2021/10/08 03:35:00+00,17565,"Lázně Bohdaneč,aut.nádr.",3,bus,IREDO 607,650607,3,CAR-TOUR spol. s r.o.,Pardubice,2021/10/08 03:33:59+00,CDAL65
116,IREDO 109,611109,8,BusLine KHK s.r.o.  ,23,2021/10/08 06:38:00+00,0,2021/10/08 06:38:00+00,17565,"Lázně Bohdaneč,aut.nádr.",3,bus,IREDO 637,650637,2,ARRIVA VÝCHODNÍ ČECHY a.s.,Chlumec n.C.,2021/10/08 06:30:59+00,CDAL66
117,IREDO 109,611109,12,BusLine KHK s.r.o.  ,23,2021/10/08 10:38:00+00,0,2021/10/08 10:38:00+00,17565,"Lázně Bohdaneč,aut.nádr.",5,bus,IREDO 607,611607,4,BusLine KHK s.r.o.,Pardubice,2021/10/08 10:34:00+00,CDAL67
118,IREDO 109,611109,14,BusLine KHK s.r.o.  ,23,2021/10/08 12:38:00+00,0,2021/10/08 12:38:00+00,17565,"Lázně Bohdaneč,aut.nádr.",10,bus,IREDO 607,650607,17,CAR-TOUR spol. s r.o.,Pardubice,2021/10/08 12:33:59+00,CDAL68
119,IREDO 109,611109,16,BusLine KHK s.r.o.  ,23,2021/10/08 13:38:00+00,0,2021/10/08 13:38:00+00,17565,"Lázně Bohdaneč,aut.nádr.",5,bus,IREDO 607,611607,5,BusLine KHK s.r.o.,Chlumec n.C.,2021/10/08 13:37:00+00,CDAL69
120,IREDO 109,611109,16,BusLine KHK s.r.o.  ,23,2021/10/08 13:38:00+00,0,2021/10/08 13:38:00+00,17565,"Lázně Bohdaneč,aut.nádr.",5,bus,IREDO 607,650607,19,CAR-TOUR spol. s r.o.,Pardubice,2021/10/08 13:34:00+00,CDAL70
121,IREDO 109,611109,18,BusLine KHK s.r.o.  ,23,2021/10/08 14:38:00+00,0,2021/10/08 14:38:00+00,17565,"Lázně Bohdaneč,aut.nádr.",10,bus,IREDO 607,611607,6,BusLine KHK s.r.o.,Pardubice,2021/10/08 14:34:00+00,CDAL71
122,IREDO 109,611109,102,BusLine KHK s.r.o.  ,23,2021/10/08 08:42:59+00,0,2021/10/08 08:42:59+00,17565,"Lázně Bohdaneč,aut.nádr.",5,bus,IREDO 607,650607,101,CAR-TOUR spol. s r.o.,Pardubice,2021/10/08 08:38:00+00,CDAL72
123,IREDO 109,611109,102,BusLine KHK s.r.o.  ,23,2021/10/08 08:42:59+00,0,2021/10/08 08:42:59+00,17565,"Lázně Bohdaneč,aut.nádr.",5,bus,IREDO 607,650607,103,CAR-TOUR spol. s r.o.,Pardubice,2021/10/08 08:38:00+00,CDAL73
124,IREDO 109,611109,104,BusLine KHK s.r.o.  ,23,2021/10/08 12:43:00+00,0,2021/10/08 12:43:00+00,17565,"Lázně Bohdaneč,aut.nádr.",10,bus,IREDO 607,650607,105,CAR-TOUR spol. s r.o.,Pardubice,2021/10/08 12:38:00+00,CDAL74
125,IREDO 109,611109,106,BusLine KHK s.r.o.  ,23,2021/10/08 16:43:00+00,0,2021/10/08 16:43:00+00,17565,"Lázně Bohdaneč,aut.nádr.",10,bus,IREDO 607,650607,107,CAR-TOUR spol. s r.o.,Pardubice,2021/10/08 16:38:00+00,CDAL75
126,IREDO 110,662110,15,AUDIS BUS s.r.o.,43,2021/10/08 13:02:59+00,0,2021/10/08 13:02:59+00,25002,"Opočno,nám.",3,bus,IREDO 261,661261,5,AUDIS BUS s.r.o.,Voděrady,2021/10/08 12:58:00+00,CDAL76
127,IREDO 110,662110,2,AUDIS BUS s.r.o.,17,2021/10/08 03:17:00+00,0,2021/10/08 03:17:00+00,36614,"Třebechovice p.Oreb.,Masarykovo nám.",3,bus,IREDO 115,661115,1,AUDIS BUS s.r.o.,Rychnov nad Kněžnou,2021/10/08 03:14:00+00,CDAL77
128,IREDO 110,662110,4,AUDIS BUS s.r.o.,43,2021/10/08 07:30:00+00,1,2021/10/08 07:31:00+00,25002,"Opočno,nám.",3,bus,IREDO 111,662111,8,AUDIS BUS s.r.o.,Hradec Králové,2021/10/08 07:28:00+00,CDAL78
129,IREDO 110,662110,4,AUDIS BUS s.r.o.,46,2021/10/08 07:23:00+00,0,2021/10/08 07:23:00+00,6059,"Dobruška,aut.st.",5,bus,IREDO 309,662309,9,AUDIS BUS s.r.o.,Náchod,2021/10/08 07:17:00+00,CDAL79
130,IREDO 110,662110,6,AUDIS BUS s.r.o.,24,2021/10/08 11:05:00+00,0,2021/10/08 11:05:00+00,12992,"Jeníkovice,kostel",5,bus,IREDO 111,662111,12,AUDIS BUS s.r.o.,Hradec Králové,2021/10/08 11:03:59+00,CDAL80
131,IREDO 110,662110,16,AUDIS BUS s.r.o.,43,2021/10/08 12:59:59+00,2,2021/10/08 13:02:00+00,25002,"Opočno,nám.",3,bus,IREDO 261,661261,5,AUDIS BUS s.r.o.,Voděrady,2021/10/08 12:58:00+00,CDAL81
132,IREDO 110,662110,16,AUDIS BUS s.r.o.,46,2021/10/08 12:53:00+00,0,2021/10/08 12:53:00+00,6059,"Dobruška,aut.st.",3,bus,IREDO 309,661309,14,AUDIS BUS s.r.o.,Náchod,2021/10/08 12:46:59+00,CDAL82
133,IREDO 110,662110,18,AUDIS BUS s.r.o.,46,2021/10/08 14:38:00+00,0,2021/10/08 14:38:00+00,6059,"Dobruška,aut.st.",3,bus,IREDO 260,662260,27,AUDIS BUS s.r.o.,Dobré,2021/10/08 14:35:00+00,CDAL83
134,IREDO 110,662110,18,AUDIS BUS s.r.o.,46,2021/10/08 14:38:00+00,0,2021/10/08 14:38:00+00,6059,"Dobruška,aut.st.",3,bus,IREDO 309,662309,16,AUDIS BUS s.r.o.,Rychnov nad Kněžnou,2021/10/08 14:32:00+00,CDAL84
135,IREDO 110,662110,22,AUDIS BUS s.r.o.,43,2021/10/08 17:00:59+00,0,2021/10/08 17:00:59+00,25002,"Opočno,nám.",5,bus,IREDO 261,661261,19,AUDIS BUS s.r.o.,Rychnov nad Kněžnou,2021/10/08 16:59:00+00,CDAL85
136,IREDO 110,662110,24,AUDIS BUS s.r.o.,43,2021/10/08 03:45:00+00,1,2021/10/08 03:46:00+00,25002,"Opočno,nám.",3,bus,IREDO 261,661261,3,AUDIS BUS s.r.o.,Lično,2021/10/08 03:40:00+00,CDAL86
137,IREDO 110,662110,24,AUDIS BUS s.r.o.,46,2021/10/08 03:38:00+00,0,2021/10/08 03:38:00+00,6059,"Dobruška,aut.st.",3,bus,IREDO 309,661309,1,AUDIS BUS s.r.o.,Rychnov nad Kněžnou,2021/10/08 03:30:59+00,CDAL87
138,IREDO 110,662110,26,AUDIS BUS s.r.o.,24,2021/10/08 07:05:00+00,0,2021/10/08 07:05:00+00,12992,"Jeníkovice,kostel",5,bus,IREDO 111,662111,8,AUDIS BUS s.r.o.,Hradec Králové,2021/10/08 07:04:00+00,CDAL88
139,IREDO 111,662111,3,AUDIS BUS s.r.o.,1,2021/10/08 03:17:59+00,0,2021/10/08 03:17:59+00,6059,"Dobruška,aut.st.",3,bus,IREDO 309,642309,5,CDS s.r.o. Náchod,Náchod,2021/10/08 03:13:00+00,CDAL89
140,IREDO 111,662111,3,AUDIS BUS s.r.o.,1,2021/10/08 03:17:59+00,0,2021/10/08 03:17:59+00,6059,"Dobruška,aut.st.",3,bus,IREDO 262,662262,2,AUDIS BUS s.r.o.,Olešnice v OH,2021/10/08 03:09:00+00,CDAL90
141,IREDO 111,662111,3,AUDIS BUS s.r.o.,1,2021/10/08 03:17:59+00,0,2021/10/08 03:17:59+00,6059,"Dobruška,aut.st.",3,bus,IREDO 264,662264,5,AUDIS BUS s.r.o.,Deštné v Orl.h.,2021/10/08 03:11:00+00,CDAL91
142,IREDO 111,662111,3,AUDIS BUS s.r.o.,4,2021/10/08 03:23:00+00,2,2021/10/08 03:25:00+00,25002,"Opočno,nám.",3,bus,IREDO 270,661270,2,AUDIS BUS s.r.o.,"Týniště n.O.,Křivice",2021/10/08 03:20:00+00,CDAL92
143,IREDO 111,662111,5,AUDIS BUS s.r.o.,1,2021/10/08 04:23:00+00,0,2021/10/08 04:23:00+00,6059,"Dobruška,aut.st.",3,bus,IREDO 309,642309,7,CDS s.r.o. Náchod,Náchod,2021/10/08 04:17:00+00,CDAL93
144,IREDO 111,662111,5,AUDIS BUS s.r.o.,1,2021/10/08 04:23:00+00,0,2021/10/08 04:23:00+00,6059,"Dobruška,aut.st.",3,bus,IREDO 309,661309,5,AUDIS BUS s.r.o.,Rychnov n.Kněž.,2021/10/08 04:21:59+00,CDAL94
145,IREDO 111,662111,5,AUDIS BUS s.r.o.,1,2021/10/08 04:23:00+00,0,2021/10/08 04:23:00+00,6059,"Dobruška,aut.st.",3,bus,IREDO 260,662260,3,AUDIS BUS s.r.o.,Dobré,2021/10/08 04:18:00+00,CDAL95
146,IREDO 111,662111,5,AUDIS BUS s.r.o.,1,2021/10/08 04:23:00+00,0,2021/10/08 04:23:00+00,6059,"Dobruška,aut.st.",3,bus,IREDO 262,662262,4,AUDIS BUS s.r.o.,Olešnice v OH,2021/10/08 04:18:00+00,CDAL96
147,IREDO 111,662111,7,AUDIS BUS s.r.o.,1,2021/10/08 05:23:00+00,0,2021/10/08 05:23:00+00,6059,"Dobruška,aut.st.",5,bus,IREDO 309,661309,8,AUDIS BUS s.r.o.,Náchod,2021/10/08 05:13:59+00,CDAL97
148,IREDO 111,662111,7,AUDIS BUS s.r.o.,1,2021/10/08 05:23:00+00,0,2021/10/08 05:23:00+00,6059,"Dobruška,aut.st.",5,bus,IREDO 260,662260,7,AUDIS BUS s.r.o.,Dobré,2021/10/08 05:13:00+00,CDAL98
149,IREDO 111,662111,7,AUDIS BUS s.r.o.,1,2021/10/08 05:23:00+00,0,2021/10/08 05:23:00+00,6059,"Dobruška,aut.st.",5,bus,IREDO 262,662262,6,AUDIS BUS s.r.o.,Deštné v Orl.h.,2021/10/08 05:18:00+00,CDAL99
150,IREDO 111,662111,7,AUDIS BUS s.r.o.,4,2021/10/08 05:28:00+00,2,2021/10/08 05:29:59+00,25002,"Opočno,nám.",5,bus,IREDO 261,661261,7,AUDIS BUS s.r.o.,Rychnov n.Kněž.,2021/10/08 05:29:59+00,CDAL100
151,IREDO 201,661201,24,AUDIS BUS s.r.o.,3,2021/10/08 11:38:00+00,0,2021/10/08 11:38:00+00,30688,"Rychnov n.Kněž.,žel.st.",5,bus,IREDO 265,661265,3,AUDIS BUS s.r.o.,Dobruška,2021/10/08 11:37:00+00,CDAL351
152,IREDO 202,661202,3,AUDIS BUS s.r.o.,3,2021/10/08 03:45:00+00,0,2021/10/08 03:45:00+00,30688,"Rychnov n.Kněž.,žel.st.",3,bus,IREDO 349,642349,1,CDS s.r.o. Náchod,Červený Kostelec,2021/10/08 03:39:00+00,CDAL352
153,IREDO 202,661202,3,AUDIS BUS s.r.o.,3,2021/10/08 03:45:00+00,0,2021/10/08 03:45:00+00,30688,"Rychnov n.Kněž.,žel.st.",3,bus,IREDO 207,661207,2,AUDIS BUS s.r.o.,častolovice,2021/10/08 03:40:00+00,CDAL353
154,IREDO 202,661202,3,AUDIS BUS s.r.o.,3,2021/10/08 03:45:00+00,0,2021/10/08 03:45:00+00,30688,"Rychnov n.Kněž.,žel.st.",3,bus,IREDO 260,662260,4,AUDIS BUS s.r.o.,Dobruška,2021/10/08 03:40:00+00,CDAL354
155,IREDO 202,661202,3,AUDIS BUS s.r.o.,3,2021/10/08 03:45:00+00,0,2021/10/08 03:45:00+00,30688,"Rychnov n.Kněž.,žel.st.",3,bus,IREDO 261,692261,2,BusLine KHK s.r.o.,Dvůr Králové,2021/10/08 03:40:00+00,CDAL355
156,IREDO 202,661202,5,AUDIS BUS s.r.o.,3,2021/10/08 04:37:00+00,0,2021/10/08 04:37:00+00,30688,"Rychnov n.Kněž.,žel.st.",3,bus,IREDO 225,661225,37,AUDIS BUS s.r.o.,Kvasiny,2021/10/08 04:33:00+00,CDAL356
157,IREDO 202,661202,5,AUDIS BUS s.r.o.,3,2021/10/08 04:37:00+00,0,2021/10/08 04:37:00+00,30688,"Rychnov n.Kněž.,žel.st.",3,bus,IREDO 250,700931,4,"ČSAD Ústí nad Orlicí, a.s.",Kvasiny,2021/10/08 04:33:00+00,CDAL357
158,IREDO 202,661202,7,AUDIS BUS s.r.o.,20,2021/10/08 06:14:59+00,0,2021/10/08 06:14:59+00,13844,"Kameničná,u Veverků",5,bus,IREDO 201,661201,4,AUDIS BUS s.r.o.,Rokytnice v OH,2021/10/08 06:12:00+00,CDAL358
159,IREDO 202,661202,11,AUDIS BUS s.r.o.,3,2021/10/08 09:45:00+00,0,2021/10/08 09:45:00+00,30688,"Rychnov n.Kněž.,žel.st.",5,bus,IREDO 204,661204,12,AUDIS BUS s.r.o.,častolovice,2021/10/08 09:41:00+00,CDAL359
160,IREDO 202,661202,13,AUDIS BUS s.r.o.,3,2021/10/08 11:47:00+00,0,2021/10/08 11:47:00+00,30688,"Rychnov n.Kněž.,žel.st.",3,bus,IREDO 260,662260,20,AUDIS BUS s.r.o.,Dobruška,2021/10/08 11:40:00+00,CDAL360
161,IREDO 202,661202,13,AUDIS BUS s.r.o.,3,2021/10/08 11:47:00+00,0,2021/10/08 11:47:00+00,30688,"Rychnov n.Kněž.,žel.st.",3,bus,IREDO 261,692261,10,BusLine KHK s.r.o.,Dvůr Králové,2021/10/08 11:40:00+00,CDAL361
162,IREDO 202,661202,15,AUDIS BUS s.r.o.,3,2021/10/08 12:46:59+00,0,2021/10/08 12:46:59+00,30688,"Rychnov n.Kněž.,žel.st.",3,bus,IREDO 225,661225,39,AUDIS BUS s.r.o.,Deštné v OH,2021/10/08 12:40:00+00,CDAL362
163,IREDO 202,661202,17,AUDIS BUS s.r.o.,3,2021/10/08 13:47:00+00,0,2021/10/08 13:47:00+00,30688,"Rychnov n.Kněž.,žel.st.",5,bus,IREDO 225,661225,25,AUDIS BUS s.r.o.,Deštné v OH,2021/10/08 13:46:00+00,CDAL363
164,IREDO 202,661202,19,AUDIS BUS s.r.o.,3,2021/10/08 15:46:59+00,0,2021/10/08 15:46:59+00,30688,"Rychnov n.Kněž.,žel.st.",5,bus,IREDO 225,661225,17,AUDIS BUS s.r.o.,Deštné v OH,2021/10/08 15:42:00+00,CDAL364
165,IREDO 202,661202,21,AUDIS BUS s.r.o.,3,2021/10/08 16:47:00+00,0,2021/10/08 16:47:00+00,30688,"Rychnov n.Kněž.,žel.st.",5,bus,IREDO 225,661225,19,AUDIS BUS s.r.o.,Deštné v OH,2021/10/08 16:40:00+00,CDAL365
166,IREDO 203,661203,7,AUDIS BUS s.r.o.,1,2021/10/08 04:57:59+00,0,2021/10/08 04:57:59+00,2153,"Borovnice,Přestavlky",3,bus,IREDO 222,661222,5,AUDIS BUS s.r.o.,Kostelec n.Orl.,2021/10/08 04:55:00+00,CDAL366
167,IREDO 203,661203,7,AUDIS BUS s.r.o.,1,2021/10/08 04:57:59+00,0,2021/10/08 04:57:59+00,2153,"Borovnice,Přestavlky",3,bus,IREDO 222,661222,8,AUDIS BUS s.r.o.,Choceň,2021/10/08 04:55:00+00,CDAL367
168,IREDO 203,661203,11,AUDIS BUS s.r.o.,1,2021/10/08 08:00:59+00,0,2021/10/08 08:00:59+00,2153,"Borovnice,Přestavlky",7,bus,IREDO 222,661222,11,AUDIS BUS s.r.o.,Kostelec n.Orl.,2021/10/08 07:57:00+00,CDAL368
169,IREDO 203,661203,11,AUDIS BUS s.r.o.,1,2021/10/08 08:00:59+00,0,2021/10/08 08:00:59+00,2153,"Borovnice,Přestavlky",7,bus,IREDO 222,661222,14,AUDIS BUS s.r.o.,Choceň,2021/10/08 07:57:00+00,CDAL369
170,IREDO 203,661203,13,AUDIS BUS s.r.o.,1,2021/10/08 11:00:59+00,0,2021/10/08 11:00:59+00,2153,"Borovnice,Přestavlky",5,bus,IREDO 222,661222,13,AUDIS BUS s.r.o.,Kostelec n.Orl.,2021/10/08 10:57:00+00,CDAL370
171,IREDO 203,661203,13,AUDIS BUS s.r.o.,1,2021/10/08 11:00:59+00,0,2021/10/08 11:00:59+00,2153,"Borovnice,Přestavlky",5,bus,IREDO 222,661222,16,AUDIS BUS s.r.o.,Choceň,2021/10/08 10:57:00+00,CDAL371
172,IREDO 203,661203,15,AUDIS BUS s.r.o.,1,2021/10/08 13:01:00+00,0,2021/10/08 13:01:00+00,2153,"Borovnice,Přestavlky",5,bus,IREDO 222,661222,19,AUDIS BUS s.r.o.,Kostelec n.Orl.,2021/10/08 12:57:00+00,CDAL372
173,IREDO 203,661203,15,AUDIS BUS s.r.o.,1,2021/10/08 13:01:00+00,0,2021/10/08 13:01:00+00,2153,"Borovnice,Přestavlky",5,bus,IREDO 222,661222,22,AUDIS BUS s.r.o.,Choceň,2021/10/08 12:57:00+00,CDAL373
174,IREDO 203,661203,17,AUDIS BUS s.r.o.,1,2021/10/08 15:01:00+00,0,2021/10/08 15:01:00+00,2153,"Borovnice,Přestavlky",7,bus,IREDO 222,661222,23,AUDIS BUS s.r.o.,Kostelec n.Orl.,2021/10/08 14:57:00+00,CDAL374
175,IREDO 203,661203,17,AUDIS BUS s.r.o.,1,2021/10/08 15:01:00+00,0,2021/10/08 15:01:00+00,2153,"Borovnice,Přestavlky",7,bus,IREDO 222,661222,26,AUDIS BUS s.r.o.,Choceň,2021/10/08 14:57:00+00,CDAL375
176,IREDO 203,661203,18,AUDIS BUS s.r.o.,18,2021/10/08 16:26:00+00,0,2021/10/08 16:26:00+00,38236,"Vamberk,nám.",10,bus,IREDO 200,651200,8,"ČSAD Ústí nad Orlicí, a.s.",Rychnov n.K.,2021/10/08 16:23:00+00,CDAL376
177,IREDO 204,661204,1,AUDIS BUS s.r.o.,12,2021/10/08 12:43:59+00,0,2021/10/08 12:43:59+00,31755,"Skuhrov n.Bělou,nákupní středisko",5,bus,IREDO 260,662260,23,AUDIS BUS s.r.o.,Rychnov n.K.,2021/10/08 12:41:00+00,CDAL377
178,IREDO 204,661204,7,AUDIS BUS s.r.o.,6,2021/10/08 04:31:59+00,0,2021/10/08 04:31:59+00,32527,"Solnice,nám.",3,bus,IREDO 309,642309,8,CDS s.r.o. Náchod,Rychnov n.K.,2021/10/08 04:21:59+00,CDAL378
179,IREDO 204,661204,11,AUDIS BUS s.r.o.,1,2021/10/08 08:15:00+00,0,2021/10/08 08:15:00+00,30688,"Rychnov n.Kněž.,žel.st.",5,bus,IREDO 225,661225,10,AUDIS BUS s.r.o.,Častolovice,2021/10/08 08:13:00+00,CDAL379
180,IREDO 204,661204,11,AUDIS BUS s.r.o.,1,2021/10/08 08:15:00+00,0,2021/10/08 08:15:00+00,30688,"Rychnov n.Kněž.,žel.st.",5,bus,IREDO 250,700931,17,"ČSAD Ústí nad Orlicí, a.s.",Česká Třebová,2021/10/08 08:13:00+00,CDAL380
181,IREDO 204,661204,13,AUDIS BUS s.r.o.,1,2021/10/08 11:03:59+00,0,2021/10/08 11:03:59+00,30688,"Rychnov n.Kněž.,žel.st.",5,vlak,VLAK,20213,,"České dráhy, a.s.",Týniště nad Orlicí,2021/10/08 10:56:00+00,CDAL381
182,IREDO 204,661204,17,AUDIS BUS s.r.o.,1,2021/10/08 15:07:00+00,0,2021/10/08 15:07:00+00,30688,"Rychnov n.Kněž.,žel.st.",5,bus,IREDO 207,661207,22,AUDIS BUS s.r.o.,Kostelec nad Orlicí,2021/10/08 15:01:59+00,CDAL382
183,IREDO 204,661204,17,AUDIS BUS s.r.o.,1,2021/10/08 15:07:00+00,0,2021/10/08 15:07:00+00,30688,"Rychnov n.Kněž.,žel.st.",5,vlak,VLAK,5131,,"České dráhy, a.s.",Týniště nad Orlicí,2021/10/08 14:56:00+00,CDAL383
184,IREDO 204,661204,17,AUDIS BUS s.r.o.,7,2021/10/08 15:22:00+00,0,2021/10/08 15:22:00+00,17236,"Kvasiny,konzum",5,bus,IREDO 260,661260,16,AUDIS BUS s.r.o.,Dobruška,2021/10/08 15:16:00+00,CDAL384
185,IREDO 204,661204,107,AUDIS BUS s.r.o.,1,2021/10/08 05:05:00+00,0,2021/10/08 05:05:00+00,30688,"Rychnov n.Kněž.,žel.st.",5,vlak,VLAK,20203,,"České dráhy, a.s.",Týniště nad Orlicí,2021/10/08 04:57:59+00,CDAL385
186,IREDO 205,661205,10,AUDIS BUS s.r.o.,49,2021/10/08 09:06:00+00,0,2021/10/08 09:06:00+00,30688,"Rychnov n.Kněž.,žel.st.",7,vlak,VLAK,20211,,"České dráhy, a.s.",Týniště nad Orlicí,2021/10/08 08:57:00+00,CDAL386
187,IREDO 205,661205,12,AUDIS BUS s.r.o.,49,2021/10/08 11:05:00+00,0,2021/10/08 11:05:00+00,30688,"Rychnov n.Kněž.,žel.st.",7,vlak,VLAK,20213,,"České dráhy, a.s.",Týniště nad Orlicí,2021/10/08 10:56:00+00,CDAL387
188,IREDO 205,661205,16,AUDIS BUS s.r.o.,49,2021/10/08 15:14:59+00,0,2021/10/08 15:14:59+00,30688,"Rychnov n.Kněž.,žel.st.",5,bus,IREDO 219,661219,18,AUDIS BUS s.r.o.,Lukavice,2021/10/08 15:13:00+00,CDAL388
189,IREDO 205,661205,16,AUDIS BUS s.r.o.,49,2021/10/08 15:14:59+00,0,2021/10/08 15:14:59+00,30688,"Rychnov n.Kněž.,žel.st.",5,bus,IREDO 250,700931,13,"ČSAD Ústí nad Orlicí, a.s.",Česká Třebová,2021/10/08 15:13:00+00,CDAL389
190,IREDO 205,661205,110,AUDIS BUS s.r.o.,49,2021/10/08 07:21:00+00,0,2021/10/08 07:21:00+00,30688,"Rychnov n.Kněž.,žel.st.",7,bus,IREDO 250,661250,108,AUDIS BUS s.r.o.,Česká Třebová,2021/10/08 07:17:00+00,CDAL390
191,IREDO 205,662205,2,AUDIS BUS s.r.o.,33,2021/10/08 03:17:59+00,0,2021/10/08 03:17:59+00,30688,"Rychnov n.Kněž.,žel.st.",3,bus,IREDO 225,661225,6,AUDIS BUS s.r.o.,Častolovice,2021/10/08 03:13:00+00,CDAL391
192,IREDO 205,662205,2,AUDIS BUS s.r.o.,33,2021/10/08 03:17:59+00,0,2021/10/08 03:17:59+00,30688,"Rychnov n.Kněž.,žel.st.",3,bus,IREDO 309,662309,1,AUDIS BUS s.r.o.,Dobruška,2021/10/08 03:14:00+00,CDAL392
