OBJECTID,nazev,oznaceni,nazev_vusc,kod_vusc,nazev_okresu,kod_okresu,nazev_orp,kod_orp,nazev_obce,kod_obce,wkt,x,y,dp_id
1432,Kosičky,15421,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Kosičky,570184,POINT(50.179626 15.554891),15.554891,50.179626,AZI1611
1433,Kosičky,15421,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Kosičky,570184,POINT(50.179709 15.554938),15.554938,50.179709,AZI1612
1434,"Kosičky,,Třesice",15422,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Kosičky,570184,POINT(50.171664 15.546697),15.546697,50.171664,AZI1613
1435,"Kosičky,,Třesice",15422,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Kosičky,570184,POINT(50.172005 15.546821),15.546821,50.172005,AZI1614
1436,"Babice,,kostel",15424,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Nový Bydžov,5212,Babice,569828,POINT(50.192238 15.586521),15.586521,50.192238,AZI1615
1437,"Babice,,kostel",15424,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Nový Bydžov,5212,Babice,569828,POINT(50.192131 15.586604),15.586604,50.192131,AZI1616
1438,"Babice,,Nová Ves",15425,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Nový Bydžov,5212,Babice,569828,POINT(50.191496 15.582015),15.582015,50.191496,AZI1617
1439,"Babice,,Nová Ves",15425,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Nový Bydžov,5212,Babice,569828,POINT(50.191459 15.582039),15.582039,50.191459,AZI1618
1440,"Kostelec,,odb.",15470,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičíněves,573001,POINT(50.376825 15.330883),15.330883,50.376825,AZI1619
1441,"Kostelec,,odb.",15470,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičíněves,573001,POINT(50.376889 15.330859),15.330859,50.376889,AZI1620
1442,"Kostelec n.Orl.,,na obci",15501,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.126004 16.217365),16.217365,50.126004,AZI1621
1443,"Kostelec n.Orl.,,na obci",15501,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.125962 16.217236),16.217236,50.125962,AZI1622
1444,"Kostelec n.Orl.,,Na Skále",15502,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.117302 16.19869),16.19869,50.117302,AZI1623
1445,"Kostelec n.Orl.,,Na Skále",15502,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.117035 16.198907),16.198907,50.117035,AZI1624
1446,"Kostelec n.Orl.,,Na Skále škola",15503,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.118791 16.197815),16.197815,50.118791,AZI1625
1447,"Kostelec n.Orl.,,Na Skále škola",15503,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.118721 16.198014),16.198014,50.118721,AZI1626
1448,"Kostelec n.Orl.,,nám.",15504,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.122582 16.21266),16.21266,50.122582,AZI1627
1449,"Kostelec n.Orl.,,nám.",15504,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.122633 16.212323),16.212323,50.122633,AZI1628
1450,"Kostelec n.Orl.,,nám.",15504,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.122681 16.211928),16.211928,50.122681,AZI1629
1451,"Kostelec n.Orl.,,nám.",15504,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.122723 16.211634),16.211634,50.122723,AZI1630
1452,"Kostelec n.Orl.,,Povidlov",15505,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.120251 16.223616),16.223616,50.120251,AZI1631
1453,"Kostelec n.Orl.,,Povidlov",15505,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.120284 16.224149),16.224149,50.120284,AZI1632
1454,"Kostelec n.Orl.,,zemědělská škola",15506,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.124461 16.204463),16.204463,50.124461,AZI1633
1455,"Kostelec n.Orl.,,zemědělská škola",15506,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.124313 16.204656),16.204656,50.124313,AZI1634
1456,"Kostelec n.Orl.,,žel.zast.",15507,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.119536 16.204985),16.204985,50.119536,AZI1635
1457,"Kostelec n.Orl.,,žel.zast.",15507,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.119586 16.205398),16.205398,50.119586,AZI1636
1458,"Kostelec n.Orl.,Koryta",15508,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.106783 16.207101),16.207101,50.106783,AZI1637
1459,"Kostelec n.Orl.,Koryta",15508,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.099318 16.209665),16.209665,50.099318,AZI1638
1460,"Kostelec n.Orl.,Kost.Lhota,prodejna",15509,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.103059 16.210864),16.210864,50.103059,AZI1639
1461,"Kostelec n.Orl.,Kost.Lhota,prodejna",15509,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.103339 16.210889),16.210889,50.103339,AZI1640
1462,"Kostelec n.Orl.,Kost.Lhota,Slavětín",15510,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.109177 16.206415),16.206415,50.109177,AZI1641
1463,"Kostelec n.Orl.,Kost.Lhota,Slavětín",15510,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.109269 16.206439),16.206439,50.109269,AZI1642
1464,"Kostelec n.Orl.,Kost.Lhota,zahradnictví",15511,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Svídnice,548693,POINT(50.095077 16.218354),16.218354,50.095077,AZI1643
1465,"Kostelec n.Orl.,Kost.Lhota,zahradnictví",15511,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.09511 16.21846),16.21846,50.09511,AZI1644
1466,"Kostelec n.Orl.,Kozodry",15512,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelec nad Orlicí,576361,POINT(50.090435 16.205499),16.205499,50.090435,AZI1645
1467,Kostelecké Horky,15541,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelecké Horky,576387,POINT(50.051678 16.206401),16.206401,50.051678,AZI1646
1468,Kostelecké Horky,15541,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Kostelecké Horky,576387,POINT(50.051584 16.206582),16.206582,50.051584,AZI1647
1469,"Kounov,,hostinec",15745,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Kounov,576395,POINT(50.297978 16.258422),16.258422,50.297978,AZI1648
1470,"Kounov,,hostinec",15745,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Kounov,576395,POINT(50.298692 16.258013),16.258013,50.298692,AZI1649
1471,"Kounov,Nedvězí,Končiny",15746,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Kounov,576395,POINT(50.317343 16.299873),16.299873,50.317343,AZI1650
1472,"Kounov,Nedvězí,Končiny",15746,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Kounov,576395,POINT(50.31729 16.299793),16.299793,50.31729,AZI1651
1473,"Kounov,Hluky",15747,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Kounov,576395,POINT(50.29553 16.282592),16.282592,50.29553,AZI1652
1474,"Kounov,Hluky",15747,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Kounov,576395,POINT(50.295758 16.283515),16.283515,50.295758,AZI1653
1475,"Kounov,Nedvězí,odb.",15748,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Kounov,576395,POINT(50.315631 16.284889),16.284889,50.315631,AZI1654
1476,"Kounov,Nedvězí,odb.",15748,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Kounov,576395,POINT(50.315543 16.284928),16.284928,50.315543,AZI1655
1477,"Kounov,Rozkoš,Olšiny",15749,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Kounov,576395,POINT(50.293655 16.272085),16.272085,50.293655,AZI1656
1478,"Kounov,Rozkoš,Olšiny",15749,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Kounov,576395,POINT(50.293813 16.273888),16.273888,50.293813,AZI1657
1479,"Kounov,Rozkoš",15750,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Kounov,576395,POINT(50.29262 16.265583),16.265583,50.29262,AZI1658
1480,"Kounov,Rozkoš",15750,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Kounov,576395,POINT(50.292703 16.265024),16.265024,50.292703,AZI1659
1481,"Kounov,Šediviny,odb.Prázova Bouda",15752,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Kounov,576395,POINT(50.300686 16.297474),16.297474,50.300686,AZI1660
1482,"Kounov,Šediviny,odb.Prázova Bouda",15752,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Kounov,576395,POINT(50.300539 16.296013),16.296013,50.300539,AZI1661
1483,"Kounov,Šediviny,Panská cesta",15753,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Kounov,576395,POINT(50.308018 16.300387),16.300387,50.308018,AZI1662
1484,"Kounov,Šediviny,Panská cesta",15753,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Kounov,576395,POINT(50.306923 16.300113),16.300113,50.306923,AZI1663
1485,"Kounov,Šediviny,u Bláhovců",15754,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Kounov,576395,POINT(50.311526 16.3021),16.3021,50.311526,AZI1664
1486,"Kounov,Šediviny,u Bláhovců",15754,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Kounov,576395,POINT(50.311391 16.301618),16.301618,50.311391,AZI1665
1487,"Kovač,,zvonice",15775,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kovač,548944,POINT(50.395387 15.471435),15.471435,50.395387,AZI1666
1488,"Kovač,,zvonice",15775,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kovač,548944,POINT(50.395315 15.471406),15.471406,50.395315,AZI1667
1489,"Kovač,,žel.zast.",15776,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kovač,548944,POINT(50.392213 15.469145),15.469145,50.392213,AZI1668
1490,"Kovač,,žel.zast.",15776,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kovač,548944,POINT(50.392215 15.469028),15.469028,50.392215,AZI1669
1491,"Kozojedy,,ObÚ",15889,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kozojedy,572136,POINT(50.316703 15.374225),15.374225,50.316703,AZI1670
1492,"Kozojedy,,ObÚ",15889,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kozojedy,572136,POINT(50.316841 15.374087),15.374087,50.316841,AZI1671
1493,"Kozojedy,,cihelna",15891,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kozojedy,572136,POINT(50.321433 15.358165),15.358165,50.321433,AZI1672
1494,"Kozojedy,,cihelna",15891,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kozojedy,572136,POINT(50.32154 15.358016),15.358016,50.32154,AZI1673
1495,"Kozojedy,,odb.Volanice",15892,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kozojedy,572136,POINT(50.316357 15.379284),15.379284,50.316357,AZI1674
1496,"Kozojedy,,odb.Volanice",15892,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kozojedy,572136,POINT(50.316361 15.379135),15.379135,50.316361,AZI1675
1497,"Králíky,,náves",16008,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Nový Bydžov,5212,Králíky,570192,POINT(50.259489 15.535738),15.535738,50.259489,AZI1676
1498,"Králíky,,náves",16008,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Nový Bydžov,5212,Králíky,570192,POINT(50.25956 15.535949),15.535949,50.25956,AZI1677
1499,"Králíky,Chmelovice",16009,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Nový Bydžov,5212,Králíky,570192,POINT(50.273822 15.559941),15.559941,50.273822,AZI1678
1500,"Králíky,Chmelovice",16009,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Nový Bydžov,5212,Králíky,570192,POINT(50.273871 15.560052),15.560052,50.273871,AZI1679
1501,"Králíky,Podoliby,náves",16010,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Nový Bydžov,5212,Králíky,570192,POINT(50.278251 15.555111),15.555111,50.278251,AZI1680
1502,"Králíky,Podoliby,náves",16010,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Nový Bydžov,5212,Králíky,570192,POINT(50.278203 15.555253),15.555253,50.278203,AZI1681
1503,"Králíky,Řehoty",16012,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Nový Bydžov,5212,Králíky,570192,POINT(50.257872 15.548183),15.548183,50.257872,AZI1682
1504,"Králíky,Řehoty",16012,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Nový Bydžov,5212,Králíky,570192,POINT(50.257797 15.548067),15.548067,50.257797,AZI1683
1505,"Králova Lhota,,prodejna",16063,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Králova Lhota,576409,POINT(50.294681 16.000125),16.000125,50.294681,AZI1684
1506,"Králova Lhota,,prodejna",16063,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Dobruška,5202,Králova Lhota,576409,POINT(50.29461 16.000743),16.000743,50.29461,AZI1685
1507,"Královec,,ObÚ",16076,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Královec,530808,POINT(50.677856 15.974576),15.974576,50.677856,AZI1686
1508,"Kramolna,,MŠ",16174,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Kramolna,574546,POINT(50.422833 16.136256),16.136256,50.422833,AZI1687
1509,"Kramolna,,MŠ",16174,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Kramolna,574546,POINT(50.422627 16.136223),16.136223,50.422627,AZI1688
1510,"Kramolna,,odb.Lhotky",16175,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Kramolna,574546,POINT(50.42004 16.124928),16.124928,50.42004,AZI1689
1511,"Kramolna,,odb.Lhotky",16175,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Kramolna,574546,POINT(50.420098 16.124848),16.124848,50.420098,AZI1690
1512,"Kramolna,,rozc.",16176,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Kramolna,574546,POINT(50.418388 16.143773),16.143773,50.418388,AZI1691
1513,"Kramolna,,rozc.",16176,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Kramolna,574546,POINT(50.418223 16.14379),16.14379,50.418223,AZI1692
1514,"Kramolna,,Sýkorova kaple",16177,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Kramolna,574546,POINT(50.419101 16.133603),16.133603,50.419101,AZI1693
1515,"Kramolna,,Sýkorova kaple",16177,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Kramolna,574546,POINT(50.419164 16.133668),16.133668,50.419164,AZI1694
1516,"Kramolna,Lhotky",16178,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Kramolna,574546,POINT(50.424491 16.11378),16.11378,50.424491,AZI1695
1517,"Kramolna,Lhotky",16178,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Kramolna,574546,POINT(50.424576 16.11379),16.11379,50.424576,AZI1696
1518,"Kramolna,Trubějov",16179,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Kramolna,574546,POINT(50.434791 16.114638),16.114638,50.434791,AZI1697
1519,"Kramolna,Trubějov",16179,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Kramolna,574546,POINT(50.434891 16.114286),16.114286,50.434891,AZI1698
1520,"Kramolna,Trubějov,Pruty",16180,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Kramolna,574546,POINT(50.429317 16.129485),16.129485,50.429317,AZI1699
1521,"Kramolna,Trubějov,Pruty",16180,Královéhradecký kraj,CZ052,Náchod,CZ0523,Náchod,5209,Kramolna,574546,POINT(50.429197 16.129481),16.129481,50.429197,AZI1700
1522,"Kratonohy,,hlavní silnice",16339,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Kratonohy,570206,POINT(50.166584 15.603776),15.603776,50.166584,AZI1701
1523,"Kratonohy,,hlavní silnice",16339,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Kratonohy,570206,POINT(50.16663 15.605539),15.605539,50.16663,AZI1702
1524,"Kratonohy,,ObÚ",16340,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Kratonohy,570206,POINT(50.168203 15.605863),15.605863,50.168203,AZI1703
1525,"Kratonohy,,ObÚ",16340,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Kratonohy,570206,POINT(50.168218 15.605965),15.605965,50.168218,AZI1704
1526,"Obědovice,,motorest",16341,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Obědovice,548065,POINT(50.16498 15.582805),15.582805,50.16498,AZI1705
1527,"Obědovice,,motorest",16341,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Obědovice,548065,POINT(50.16483 15.582453),15.582453,50.16483,AZI1706
1528,Krchleby,16423,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Krchleby,548685,POINT(50.079309 16.233918),16.233918,50.079309,AZI1707
1529,Krchleby,16423,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Krchleby,548685,POINT(50.079229 16.233746),16.233746,50.079229,AZI1708
1530,Krchleby,16423,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Krchleby,548685,POINT(50.078881 16.235231),16.235231,50.078881,AZI1709
1531,Krchleby,16423,Královéhradecký kraj,CZ052,Rychnov nad Kněžnou,CZ0524,Kostelec nad Orlicí,5208,Krchleby,548685,POINT(50.078994 16.235047),16.235047,50.078994,AZI1710
1532,"Křinice,,kompostárna",16868,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Křinice,574171,POINT(50.574292 16.295671),16.295671,50.574292,AZI1711
1533,"Křinice,,kompostárna",16868,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Křinice,574171,POINT(50.57441 16.295629),16.295629,50.57441,AZI1712
1534,"Křinice,,dolní",16869,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Křinice,574171,POINT(50.569433 16.324418),16.324418,50.569433,AZI1713
1535,"Křinice,,dolní",16869,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Křinice,574171,POINT(50.569547 16.324221),16.324221,50.569547,AZI1714
1536,"Křinice,,horní",16870,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Křinice,574171,POINT(50.57642 16.288314),16.288314,50.57642,AZI1715
1537,"Křinice,,horní",16870,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Křinice,574171,POINT(50.576486 16.288188),16.288188,50.576486,AZI1716
1538,"Křinice,,konečná",16871,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Křinice,574171,POINT(50.575469 16.277639),16.277639,50.575469,AZI1717
1539,"Křinice,,kovárna",16872,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Křinice,574171,POINT(50.569761 16.316543),16.316543,50.569761,AZI1718
1540,"Křinice,,kovárna",16872,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Křinice,574171,POINT(50.569827 16.316346),16.316346,50.569827,AZI1719
1541,"Křinice,,Krymz",16873,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Křinice,574171,POINT(50.570035 16.33278),16.33278,50.570035,AZI1720
1542,"Křinice,,Krymz",16873,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Křinice,574171,POINT(50.570075 16.332679),16.332679,50.570075,AZI1721
1543,"Křinice,,škola",16874,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Křinice,574171,POINT(50.571497 16.306193),16.306193,50.571497,AZI1722
1544,"Křinice,,škola",16874,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Křinice,574171,POINT(50.571629 16.305902),16.305902,50.571629,AZI1723
1545,"Kuks,,odb.",17006,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Kuks,579416,POINT(50.403966 15.889519),15.889519,50.403966,AZI1734
1546,"Kuks,,odb.",17006,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Stanovice,548812,POINT(50.404438 15.889248),15.889248,50.404438,AZI1735
1547,"Kunčice,,ObÚ",17011,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Kunčice,570214,POINT(50.216659 15.635339),15.635339,50.216659,AZI1736
1548,"Kunčice,,ObÚ",17011,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Kunčice,570214,POINT(50.216557 15.635171),15.635171,50.216557,AZI1737
