OBJECTID,nazev,oznaceni,nazev_vusc,kod_vusc,nazev_okresu,kod_okresu,nazev_orp,kod_orp,nazev_obce,kod_obce,wkt,x,y,dp_id
1289,"Jetřichov,,Barum",13130,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Jetřichov,574155,POINT(50.615278 16.266699),16.266699,50.615278,AZI1437
1290,"Jetřichov,,Barum",13130,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Jetřichov,574155,POINT(50.615552 16.266821),16.266821,50.615552,AZI1438
1291,"Jetřichov,,rozc.",13131,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Jetřichov,574155,POINT(50.593884 16.264447),16.264447,50.593884,AZI1439
1292,"Jetřichov,,rozc.",13131,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Jetřichov,574155,POINT(50.594004 16.264657),16.264657,50.594004,AZI1440
1293,"Jetřichov,,Lučná",13132,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Jetřichov,574155,POINT(50.622195 16.266892),16.266892,50.622195,AZI1441
1294,"Jetřichov,,Lučná",13132,Královéhradecký kraj,CZ052,Náchod,CZ0523,Broumov,5201,Jetřichov,574155,POINT(50.622231 16.266751),16.266751,50.622231,AZI1442
1295,"Jičín,,aut.st.",13196,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.433945 15.355918),15.355918,50.433945,AZI1443
1296,"Jičín,,aut.st.",13196,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.434036 15.355679),15.355679,50.434036,AZI1444
1297,"Jičín,,aut.st.",13196,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.434132 15.355419),15.355419,50.434132,AZI1445
1298,"Jičín,,Dental",13197,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.444203 15.346813),15.346813,50.444203,AZI1446
1299,"Jičín,,Dental",13197,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.444191 15.346679),15.346679,50.444191,AZI1447
1300,"Jičín,,Hradecká",13198,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.434156 15.370421),15.370421,50.434156,AZI1448
1301,"Jičín,,Hradecká",13198,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.434021 15.370698),15.370698,50.434021,AZI1449
1302,"Jičín,,Husova",13200,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.435079 15.36201),15.36201,50.435079,AZI1450
1303,"Jičín,,Husova",13200,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.434715 15.362829),15.362829,50.434715,AZI1451
1304,"Jičín,,Komenského nám.",13202,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.438674 15.351483),15.351483,50.438674,AZI1452
1305,"Jičín,,Komenského nám.",13202,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.439126 15.350604),15.350604,50.439126,AZI1453
1306,"Jičín,,Koněvova",13203,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.441398 15.344245),15.344245,50.441398,AZI1454
1307,"Jičín,,Koněvova",13203,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.441523 15.344158),15.344158,50.441523,AZI1455
1308,"Jičín,Nové Město,letiště",13204,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.434006 15.332085),15.332085,50.434006,AZI1456
1309,"Jičín,Nové Město,letiště",13204,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.434059 15.332093),15.332093,50.434059,AZI1457
1310,"Jičín,,lípy",13205,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.439676 15.359651),15.359651,50.439676,AZI1458
1311,"Jičín,,lípy",13205,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.439583 15.359222),15.359222,50.439583,AZI1459
1312,"Jičín,,Na Tobolce",13206,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.440311 15.346314),15.346314,50.440311,AZI1460
1313,"Jičín,,Na Tobolce",13206,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.440292 15.346184),15.346184,50.440292,AZI1461
1314,"Jičín,Nové Město,Lidické nám.",13209,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.430962 15.348016),15.348016,50.430962,AZI1462
1315,"Jičín,Nové Město,Lidické nám.",13209,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.431021 15.348184),15.348184,50.431021,AZI1463
1316,"Jičín,,Popovická",13211,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.424186 15.361173),15.361173,50.424186,AZI1464
1317,"Jičín,,Popovická",13211,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.425045 15.360259),15.360259,50.425045,AZI1465
1318,"Jičín,Nové Město,Raisova",13212,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.433891 15.346799),15.346799,50.433891,AZI1466
1319,"Jičín,Nové Město,Raisova",13212,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.433976 15.346831),15.346831,50.433976,AZI1467
1320,"Jičín,Sedličky",13213,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.450211 15.378841),15.378841,50.450211,AZI1468
1321,"Jičín,Sedličky",13213,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.450081 15.378269),15.378269,50.450081,AZI1469
1322,"Jičín,Soudná",13214,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.444096 15.368101),15.368101,50.444096,AZI1470
1323,"Jičín,Soudná",13214,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.444069 15.3679),15.3679,50.444069,AZI1471
1324,"Jičín,,Vrchlického",13215,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.435587 15.361176),15.361176,50.435587,AZI1472
1325,"Jičín,,Vrchlického",13215,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.435713 15.361439),15.361439,50.435713,AZI1473
1326,"Jičín,,žel.st.",13218,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.430479 15.360728),15.360728,50.430479,AZI1474
1327,"Jičín,,žel.st.",13218,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.430762 15.360435),15.360435,50.430762,AZI1475
1328,"Jičín,Popovice,škola",13219,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.414903 15.372891),15.372891,50.414903,AZI1476
1329,"Jičín,Popovice,škola",13219,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.414447 15.372901),15.372901,50.414447,AZI1477
1330,"Jičín,Popovice,odb.Tuř",13220,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.412707 15.376481),15.376481,50.412707,AZI1478
1331,"Jičín,Popovice,odb.Tuř",13220,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.412604 15.376483),15.376483,50.412604,AZI1479
1332,"Jičín,Robousy,socha sv.Vojtěcha",13222,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.417773 15.405548),15.405548,50.417773,AZI1480
1333,"Jičín,Robousy,socha sv.Vojtěcha",13222,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.417531 15.405554),15.405554,50.417531,AZI1481
1334,"Jičín,Robousy,hostinec",13223,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.433778 15.390376),15.390376,50.433778,AZI1482
1335,"Jičín,Robousy,hostinec",13223,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.433709 15.390151),15.390151,50.433709,AZI1483
1336,"Jičín,Robousy,hlavní silnice",13224,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.431271 15.396555),15.396555,50.431271,AZI1484
1337,"Jičín,Robousy,hlavní silnice",13224,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.430994 15.396461),15.396461,50.430994,AZI1485
1338,"Jičín,Robousy,U Dvorecké louže",13225,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.432623 15.398149),15.398149,50.432623,AZI1486
1339,"Jičín,Robousy,U Dvorecké louže",13225,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.432592 15.397999),15.397999,50.432592,AZI1487
1340,"Jičín,Robousy,ulice",13226,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.425775 15.400228),15.400228,50.425775,AZI1488
1341,"Jičín,Robousy,ulice",13226,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičín,572659,POINT(50.425736 15.400156),15.400156,50.425736,AZI1489
1342,"Jičíněves,,hostinec",13227,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičíněves,573001,POINT(50.372911 15.337311),15.337311,50.372911,AZI1490
1343,"Jičíněves,,hostinec",13227,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičíněves,573001,POINT(50.372748 15.337141),15.337141,50.372748,AZI1491
1344,"Jičíněves,,škola",13228,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičíněves,573001,POINT(50.374953 15.336443),15.336443,50.374953,AZI1492
1345,"Jičíněves,,škola",13228,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičíněves,573001,POINT(50.375008 15.336469),15.336469,50.375008,AZI1493
1346,"Jičíněves,Bartoušov,zelenina",13229,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičíněves,573001,POINT(50.356525 15.310766),15.310766,50.356525,AZI1494
1347,"Jičíněves,Bartoušov,zelenina",13229,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičíněves,573001,POINT(50.356529 15.309883),15.309883,50.356529,AZI1495
1348,"Jičíněves,Dolany",13231,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičíněves,573001,POINT(50.377052 15.316332),15.316332,50.377052,AZI1496
1349,"Jičíněves,Dolany",13231,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičíněves,573001,POINT(50.377101 15.316173),15.316173,50.377101,AZI1497
1350,"Jičíněves,Labouň",13232,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičíněves,573001,POINT(50.345689 15.329826),15.329826,50.345689,AZI1498
1351,"Jičíněves,Labouň",13232,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičíněves,573001,POINT(50.345764 15.329657),15.329657,50.345764,AZI1499
1352,"Jičíněves,Žitětín",13233,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičíněves,573001,POINT(50.353972 15.331041),15.331041,50.353972,AZI1500
1353,"Jičíněves,Žitětín",13233,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jičíněves,573001,POINT(50.354003 15.330918),15.330918,50.354003,AZI1501
1354,Jílovice,13342,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Jílovice,576352,POINT(50.249428 16.013664),16.013664,50.249428,AZI1521
1355,Jílovice,13342,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Jílovice,576352,POINT(50.249663 16.013276),16.013276,50.249663,AZI1522
1356,"Jílovice,,odb.Vysoký Újezd",13343,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Jílovice,576352,POINT(50.242042 16.011757),16.011757,50.242042,AZI1523
1357,"Jílovice,,odb.Vysoký Újezd",13343,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Jílovice,576352,POINT(50.242066 16.011803),16.011803,50.242066,AZI1524
1358,Jinolice,13461,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jinolice,549151,POINT(50.478173 15.32871),15.32871,50.478173,AZI1525
1359,Jinolice,13461,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jinolice,549151,POINT(50.478231 15.328553),15.328553,50.478231,AZI1526
1360,"Libuň,Březka,Jinolické rybníky",13462,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Libuň,573124,POINT(50.474976 15.309674),15.309674,50.474976,AZI1527
1361,"Libuň,Březka,Jinolické rybníky",13462,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Libuň,573124,POINT(50.475037 15.309672),15.309672,50.475037,AZI1528
1362,"Jinolice,,Malá Jinolice",13463,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jinolice,549151,POINT(50.475728 15.322099),15.322099,50.475728,AZI1529
1363,"Jinolice,,Malá Jinolice",13463,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Jinolice,549151,POINT(50.475821 15.321989),15.321989,50.475821,AZI1530
1364,"Jívka,Horní Vernéřovice,aut.st.",13573,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Jívka,579378,POINT(50.558482 16.105141),16.105141,50.558482,AZI1531
1365,"Jívka,Dolní Vernéřovice",13574,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Jívka,579378,POINT(50.548789 16.107478),16.107478,50.548789,AZI1532
1366,"Jívka,Dolní Vernéřovice",13574,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Jívka,579378,POINT(50.548825 16.107563),16.107563,50.548825,AZI1533
1367,"Jívka,Horní Vernéřovice,horní",13575,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Jívka,579378,POINT(50.566896 16.103719),16.103719,50.566896,AZI1534
1368,"Jívka,Horní Vernéřovice,horní",13575,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Jívka,579378,POINT(50.566983 16.103761),16.103761,50.566983,AZI1535
1369,"Jívka,,odb.SKJ",13578,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Jívka,579378,POINT(50.555787 16.086854),16.086854,50.555787,AZI1536
1370,"Jívka,,odb.SKJ",13578,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Jívka,579378,POINT(50.555719 16.086771),16.086771,50.555719,AZI1537
1371,"Jívka,,SKJ",13579,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Jívka,579378,POINT(50.549658 16.092493),16.092493,50.549658,AZI1538
1372,"Jívka,Hodkovice",13580,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Jívka,579378,POINT(50.601662 16.077191),16.077191,50.601662,AZI1539
1373,"Jívka,Hodkovice",13580,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Jívka,579378,POINT(50.601831 16.077165),16.077165,50.601831,AZI1540
1374,"Jívka,Janovice,hostinec",13581,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Jívka,579378,POINT(50.588349 16.087179),16.087179,50.588349,AZI1541
1375,"Jívka,Janovice,hostinec",13581,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Jívka,579378,POINT(50.588265 16.087567),16.087567,50.588265,AZI1542
1376,"Jívka,Janovice,pila",13582,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Jívka,579378,POINT(50.576761 16.095702),16.095702,50.576761,AZI1543
1377,"Jívka,Janovice,pila",13582,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Trutnov,5214,Jívka,579378,POINT(50.576835 16.095726),16.095726,50.576835,AZI1544
1378,Kacákova Lhota,13618,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kacákova Lhota,549312,POINT(50.409524 15.417776),15.417776,50.409524,AZI1545
1379,Kacákova Lhota,13618,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kacákova Lhota,549312,POINT(50.40959 15.417652),15.417652,50.40959,AZI1546
1380,"Káranice,,Mramorit",13974,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Káranice,570150,POINT(50.15262 15.555542),15.555542,50.15262,AZI1549
1381,"Káranice,,Mramorit",13974,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Káranice,570150,POINT(50.152435 15.555177),15.555177,50.152435,AZI1550
1382,"Káranice,,hlavní silnice",13975,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Káranice,570150,POINT(50.160824 15.549368),15.549368,50.160824,AZI1551
1383,"Káranice,,hlavní silnice",13975,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Káranice,570150,POINT(50.16093 15.550211),15.550211,50.16093,AZI1552
1384,"Káranice,,hlavní silnice",13975,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Kosičky,570184,POINT(50.161957 15.551274),15.551274,50.161957,AZI1553
1385,"Káranice,,hlavní silnice",13975,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Kosičky,570184,POINT(50.162198 15.551397),15.551397,50.162198,AZI1554
1386,Kbelnice,14210,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kbelnice,549169,POINT(50.45577 15.346444),15.346444,50.45577,AZI1561
1387,Kbelnice,14210,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kbelnice,549169,POINT(50.454956 15.346799),15.346799,50.454956,AZI1562
1388,Klamoš,14407,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Klamoš,570168,POINT(50.124066 15.503109),15.503109,50.124066,AZI1563
1389,Klamoš,14407,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Klamoš,570168,POINT(50.12383 15.503668),15.503668,50.12383,AZI1564
1390,"Klamoš,,hájovna",14408,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Klamoš,570168,POINT(50.120194 15.514375),15.514375,50.120194,AZI1565
1391,"Klamoš,,hájovna",14408,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Klamoš,570168,POINT(50.120191 15.514304),15.514304,50.120191,AZI1566
1392,"Klamoš,Rtánov",14411,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Klamoš,570168,POINT(50.132785 15.493798),15.493798,50.132785,AZI1567
1393,"Klamoš,Rtánov",14411,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Klamoš,570168,POINT(50.132726 15.493713),15.493713,50.132726,AZI1568
1394,"Klamoš,Štít",14412,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Klamoš,570168,POINT(50.116931 15.47632),15.47632,50.116931,AZI1569
1395,"Klamoš,Štít",14412,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Klamoš,570168,POINT(50.116858 15.476344),15.476344,50.116858,AZI1570
1396,"Klášterská Lhota,,pod smrkem",14443,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Vrchlabí,5215,Klášterská Lhota,579386,POINT(50.562884 15.660674),15.660674,50.562884,AZI1571
1397,"Klášterská Lhota,,pod smrkem",14443,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Vrchlabí,5215,Klášterská Lhota,579386,POINT(50.562741 15.660639),15.660639,50.562741,AZI1572
1398,"Klášterská Lhota,,u mostu",14444,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Vrchlabí,5215,Klášterská Lhota,579386,POINT(50.558303 15.668588),15.668588,50.558303,AZI1573
1399,"Klášterská Lhota,,u mostu",14444,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Vrchlabí,5215,Klášterská Lhota,579386,POINT(50.558249 15.668367),15.668367,50.558249,AZI1574
1400,Kněžnice,14798,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kněžnice,573043,POINT(50.492096 15.323958),15.323958,50.492096,AZI1575
1401,Kněžnice,14798,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kněžnice,573043,POINT(50.492589 15.323822),15.323822,50.492589,AZI1576
1402,"Kocbeře,,škola",14864,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Kocbeře,579394,POINT(50.454178 15.858467),15.858467,50.454178,AZI1577
1403,"Kocbeře,,škola",14864,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Kocbeře,579394,POINT(50.454808 15.85873),15.85873,50.454808,AZI1578
1404,"Kocbeře,,odb.Kohoutov",14865,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Kocbeře,579394,POINT(50.468228 15.868066),15.868066,50.468228,AZI1579
1405,"Kocbeře,,odb.Kohoutov",14865,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Kocbeře,579394,POINT(50.468263 15.868132),15.868132,50.468263,AZI1580
1406,"Kocbeře,,odb.Vítězná",14866,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Dvůr Králové nad Labem,579203,POINT(50.450531 15.842121),15.842121,50.450531,AZI1581
1407,"Kocbeře,,odb.Vítězná",14866,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Dvůr Králové nad Labem,579203,POINT(50.450505 15.842248),15.842248,50.450505,AZI1582
1408,"Kocbeře,,odb.Vítězná",14866,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Dvůr Králové nad Labem,579203,POINT(50.449976 15.842401),15.842401,50.449976,AZI1583
1409,"Kocbeře,,odb.Vítězná",14866,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Dvůr Králové nad Labem,579203,POINT(50.450048 15.842304),15.842304,50.450048,AZI1584
1410,"Kocbeře,,závod",14867,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Kocbeře,579394,POINT(50.459967 15.860758),15.860758,50.459967,AZI1585
1411,"Kocbeře,,závod",14867,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Kocbeře,579394,POINT(50.461898 15.862032),15.862032,50.461898,AZI1586
1412,"Kohoutov,,Nový Kohoutov",14895,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Kohoutov,579408,POINT(50.460593 15.892349),15.892349,50.460593,AZI1587
1413,"Kohoutov,,Nový Kohoutov",14895,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Kohoutov,579408,POINT(50.460574 15.892215),15.892215,50.460574,AZI1588
1414,"Kohoutov,,pekárna",14896,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Kohoutov,579408,POINT(50.454468 15.900186),15.900186,50.454468,AZI1589
1415,"Kohoutov,,pekárna",14896,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Kohoutov,579408,POINT(50.454409 15.900115),15.900115,50.454409,AZI1590
1416,"Kohoutov,,křiž.",14897,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Kohoutov,579408,POINT(50.447459 15.913172),15.913172,50.447459,AZI1591
1417,"Kohoutov,,křiž.",14897,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Kohoutov,579408,POINT(50.447343 15.913144),15.913144,50.447343,AZI1592
1418,"Kohoutov,,ObÚ",14898,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Kohoutov,579408,POINT(50.450342 15.908516),15.908516,50.450342,AZI1593
1419,"Kohoutov,,ObÚ",14898,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Kohoutov,579408,POINT(50.450267 15.908319),15.908319,50.450267,AZI1594
1420,"Kohoutov,,Kladruby",14899,Královéhradecký kraj,CZ052,Trutnov,CZ0525,Dvůr Králové nad Labem,5203,Kohoutov,579408,POINT(50.441831 15.919129),15.919129,50.441831,AZI1595
1421,"Konecchlumí,,MŠ",15223,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Konecchlumí,573051,POINT(50.400937 15.481735),15.481735,50.400937,AZI1600
1422,"Konecchlumí,,MŠ",15223,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Konecchlumí,573051,POINT(50.400927 15.481335),15.481335,50.400927,AZI1601
1423,"Konecchlumí,Kamenice,odb.",15225,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Konecchlumí,573051,POINT(50.411302 15.468771),15.468771,50.411302,AZI1602
1424,"Konecchlumí,Kamenice,odb.",15225,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kovač,548944,POINT(50.410338 15.469638),15.469638,50.410338,AZI1603
1425,"Kopidlno,,nám.",15294,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kopidlno,573060,POINT(50.330451 15.270468),15.270468,50.330451,AZI1604
1426,"Kopidlno,,nám.",15294,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kopidlno,573060,POINT(50.330818 15.270721),15.270721,50.330818,AZI1605
1427,"Kopidlno,,žel.st.",15296,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kopidlno,573060,POINT(50.333932 15.260938),15.260938,50.333932,AZI1606
1428,"Kopidlno,Pševes",15297,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kopidlno,573060,POINT(50.349535 15.291474),15.291474,50.349535,AZI1607
1429,"Kopidlno,Pševes",15297,Královéhradecký kraj,CZ052,Jičín,CZ0522,Jičín,5207,Kopidlno,573060,POINT(50.349679 15.291343),15.291343,50.349679,AZI1608
1430,Kosice,15420,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Kosice,570176,POINT(50.180134 15.537406),15.537406,50.180134,AZI1609
1431,Kosice,15420,Královéhradecký kraj,CZ052,Hradec Králové,CZ0521,Hradec Králové,5205,Kosice,570176,POINT(50.180064 15.53678),15.53678,50.180064,AZI1610
